# Spa-Francorchamps: geometria IDEALIZADA (rectas+circulos+clotoides) + rasante REAL (KML+DEM)
# elevacion via OpenTopoData / EU-DEM 25m; peralte sintetico
# kappa_1pm,elev_m,kerb,peralte_rad  (segmentos de 4.0 m)
0.000500,-30.56,0,0.0000
0.000310,-30.55,0,0.0000
0.000121,-30.54,0,0.0000
-0.000069,-30.54,0,0.0000
-0.000259,-30.53,0,0.0000
-0.000448,-30.52,0,0.0000
-0.000451,-30.51,0,0.0000
-0.000453,-30.51,0,0.0000
-0.000455,-30.51,0,0.0000
-0.000457,-30.51,0,0.0000
-0.000460,-30.52,0,0.0000
-0.000462,-30.53,0,0.0000
-0.000464,-30.54,0,0.0000
-0.000466,-30.56,0,0.0000
-0.000468,-30.59,0,0.0000
-0.000471,-30.61,0,0.0000
-0.000473,-30.64,0,0.0000
-0.000367,-30.68,0,0.0000
-0.000261,-30.71,0,0.0000
-0.000156,-30.76,0,0.0000
-0.000050,-30.80,0,0.0000
0.000056,-30.85,0,0.0000
0.000161,-30.90,0,0.0000
0.000267,-30.96,0,0.0000
0.000373,-31.02,0,0.0000
0.000479,-31.09,0,0.0000
0.000584,-31.17,0,0.0000
0.000522,-31.26,0,0.0000
0.000460,-31.36,0,0.0000
0.000398,-31.47,0,0.0000
0.000335,-31.59,0,0.0000
0.000273,-31.71,0,0.0000
0.000211,-31.85,0,0.0000
0.000149,-32.00,0,0.0000
0.000086,-32.15,0,0.0000
0.000024,-32.32,0,0.0000
-0.000038,-32.49,0,0.0000
-0.000100,-32.68,0,0.0000
-0.000162,-32.87,0,0.0000
-0.000225,-33.07,0,0.0000
-0.000287,-33.29,0,0.0000
-0.000349,-33.51,0,0.0000
-0.000411,-33.74,0,0.0000
-0.000474,-33.98,0,0.0000
-0.000536,-34.23,0,0.0000
-0.000460,-34.49,0,0.0000
-0.000383,-34.76,0,0.0000
-0.000307,-35.04,0,0.0000
-0.000231,-35.33,0,0.0000
-0.000155,-35.63,0,0.0000
-0.000079,-35.94,0,0.0000
-0.000002,-36.26,0,0.0000
0.000074,-36.58,0,0.0000
0.000150,-36.92,0,0.0000
0.000226,-37.26,0,0.0000
0.000001,-37.62,0,0.0000
-0.000224,-37.98,0,0.0000
-0.000449,-38.36,0,0.0000
-0.000674,-38.74,0,0.0000
-0.000899,-39.12,0,0.0000
-0.000472,-39.48,0,0.0047
0.000725,-39.83,0,0.0123
0.001922,-40.17,0,0.0228
0.004541,-40.51,1,0.0360
0.007159,-40.83,1,0.0515
0.009778,-41.14,1,0.0682
0.012396,-41.42,1,0.0861
0.015015,-41.66,1,0.1038
0.017413,-41.86,1,0.1047
0.019812,-42.02,1,0.1047
0.022211,-42.15,1,0.1047
0.023829,-42.24,1,0.1047
0.025446,-42.29,1,0.1047
0.026075,-42.31,1,0.1047
0.026062,-42.28,1,0.1047
0.026048,-42.23,1,0.1047
0.026034,-42.13,1,0.1047
0.025258,-42.00,1,0.1047
0.024482,-41.83,1,0.1047
0.022920,-41.62,1,0.1047
0.021359,-41.38,1,0.1047
0.018344,-41.10,1,0.1047
0.015329,-40.78,1,0.0973
0.011279,-40.43,1,0.0718
0.006449,-40.06,1,0.0447
0.001619,-39.69,0,0.0173
-0.002554,-39.30,0,-0.0095
-0.005787,-38.91,1,-0.0346
-0.009020,-38.50,1,-0.0573
-0.011438,-38.09,1,-0.0776
-0.013856,-37.66,1,-0.0954
-0.016274,-37.23,1,-0.1047
-0.018692,-36.81,1,-0.1047
-0.020319,-36.42,1,-0.1047
-0.021062,-36.05,1,-0.1047
-0.021140,-35.69,1,-0.1047
-0.020846,-35.36,1,-0.1047
-0.020552,-35.05,1,-0.1047
-0.019464,-34.76,1,-0.1047
-0.018376,-34.49,1,-0.1047
-0.016651,-34.24,1,-0.1047
-0.014926,-34.01,1,-0.1001
-0.012573,-33.80,1,-0.0861
-0.010219,-33.61,1,-0.0709
-0.007866,-33.44,1,-0.0558
-0.005512,-33.29,1,-0.0417
-0.003159,-33.17,0,-0.0291
-0.001584,-33.06,0,-0.0188
-0.000792,-32.97,0,-0.0108
0.000000,-32.91,0,-0.0051
0.000080,-32.86,0,0.0000
0.000160,-32.84,0,0.0000
0.000240,-32.82,0,0.0000
0.000319,-32.81,0,0.0000
0.000399,-32.80,0,0.0000
0.000319,-32.79,0,0.0000
0.000240,-32.79,0,0.0000
0.000160,-32.80,0,0.0000
0.000080,-32.81,0,0.0000
0.000000,-32.82,0,0.0000
0.000150,-32.84,0,0.0000
0.000299,-32.87,0,0.0000
0.000449,-32.90,0,0.0000
0.000599,-32.93,0,0.0000
0.000399,-32.97,0,0.0000
0.000199,-33.01,0,0.0000
-0.000000,-33.06,0,0.0000
-0.000200,-33.12,0,0.0000
-0.000399,-33.18,0,0.0000
-0.000457,-33.24,0,0.0000
-0.000514,-33.31,0,0.0000
-0.000571,-33.38,0,0.0000
-0.000628,-33.46,0,-0.0044
-0.000686,-33.54,0,-0.0048
-0.000743,-33.63,0,-0.0052
-0.000800,-33.73,0,-0.0056
-0.000858,-33.83,0,-0.0060
-0.000915,-33.93,0,-0.0066
-0.000972,-34.04,0,-0.0073
-0.001030,-34.15,0,-0.0082
-0.001261,-34.27,0,-0.0093
-0.001492,-34.39,0,-0.0106
-0.001723,-34.52,0,-0.0118
-0.001954,-34.65,0,-0.0128
-0.002185,-34.79,0,-0.0136
-0.002128,-34.93,0,-0.0140
-0.002072,-35.08,0,-0.0142
-0.002015,-35.23,0,-0.0141
-0.001958,-35.39,0,-0.0137
-0.001902,-35.55,0,-0.0136
-0.001845,-35.72,0,-0.0138
-0.001788,-35.89,0,-0.0142
-0.002016,-36.07,0,-0.0150
-0.002243,-36.25,0,-0.0160
-0.002470,-36.43,0,-0.0170
-0.002698,-36.63,0,-0.0180
-0.002925,-36.82,0,-0.0186
-0.002841,-37.02,0,-0.0190
-0.002758,-37.23,0,-0.0190
-0.002674,-37.44,0,-0.0187
-0.002591,-37.65,0,-0.0181
-0.002507,-37.86,0,-0.0176
-0.002424,-38.07,0,-0.0170
-0.002340,-38.28,0,-0.0164
-0.002257,-38.48,0,-0.0158
-0.002173,-38.68,0,-0.0152
-0.002090,-38.89,0,-0.0146
-0.002006,-39.09,0,-0.0140
-0.001923,-39.29,0,-0.0135
-0.001839,-39.49,0,-0.0129
-0.001756,-39.69,0,-0.0119
-0.001672,-39.88,0,-0.0107
-0.001589,-40.08,0,-0.0091
-0.001164,-40.28,0,-0.0071
-0.000739,-40.47,0,-0.0048
-0.000313,-40.66,0,0.0000
0.000112,-40.85,0,0.0000
0.000537,-41.04,0,0.0000
0.000711,-41.23,0,0.0000
0.000885,-41.42,0,0.0000
0.000670,-41.60,0,0.0000
0.000454,-41.79,0,0.0000
0.000239,-41.97,0,0.0000
0.000023,-42.16,0,0.0000
-0.000192,-42.34,0,0.0000
-0.000408,-42.52,0,0.0000
-0.000295,-42.70,0,0.0000
-0.000182,-42.88,0,0.0000
-0.000069,-43.05,0,0.0000
0.000044,-43.23,0,0.0000
0.000157,-43.40,0,0.0000
0.000270,-43.58,0,0.0000
0.000383,-43.76,0,0.0000
0.000495,-43.95,0,0.0000
0.000608,-44.16,0,0.0000
0.000393,-44.37,0,0.0000
0.000178,-44.60,0,0.0000
-0.000038,-44.83,0,0.0000
-0.000253,-45.07,0,0.0000
-0.000468,-45.33,0,0.0000
-0.000684,-45.59,0,0.0000
-0.000899,-45.87,0,0.0000
-0.000685,-46.15,0,0.0000
-0.000472,-46.45,0,0.0000
-0.000259,-46.75,0,0.0000
-0.000045,-47.07,0,0.0000
0.000168,-47.39,0,0.0000
0.000381,-47.73,0,0.0000
0.000595,-48.06,0,0.0042
0.000808,-48.37,0,0.0057
0.001022,-48.68,0,0.0072
0.001235,-48.97,0,0.0086
0.001448,-49.26,0,0.0104
0.001662,-49.54,0,0.0125
0.001875,-49.80,0,0.0148
0.002370,-50.06,0,0.0174
0.002865,-50.30,0,0.0203
0.003360,-50.54,0,0.0235
0.003856,-50.77,0,0.0266
0.004351,-50.98,1,0.0294
0.004846,-51.19,1,0.0323
0.004989,-51.39,1,0.0354
0.005132,-51.57,1,0.0386
0.005779,-51.73,1,0.0420
0.006427,-51.86,1,0.0450
0.007074,-51.96,1,0.0479
0.007721,-52.04,1,0.0508
0.007833,-52.09,1,0.0532
0.007944,-52.10,1,0.0551
0.008056,-52.09,1,0.0559
0.008168,-52.06,1,0.0558
0.008279,-51.99,1,0.0551
0.007921,-51.90,1,0.0540
0.007562,-51.78,1,0.0525
0.007203,-51.63,1,0.0504
0.006845,-51.45,1,0.0479
0.006486,-51.27,1,0.0454
0.006127,-51.09,1,0.0429
0.005769,-50.90,1,0.0404
0.005410,-50.71,1,0.0382
0.005051,-50.52,1,0.0362
0.004693,-50.33,1,0.0341
0.004621,-50.13,1,0.0317
0.004549,-49.93,1,0.0291
0.003977,-49.73,0,0.0263
0.003405,-49.52,0,0.0233
0.002832,-49.32,0,0.0201
0.002260,-49.10,0,0.0168
0.001688,-48.89,0,0.0137
0.001437,-48.67,0,0.0110
0.001185,-48.47,0,0.0086
0.000934,-48.29,0,0.0068
0.000683,-48.12,0,0.0055
0.000432,-47.97,0,0.0044
0.000409,-47.83,0,0.0000
0.000386,-47.71,0,0.0000
0.000364,-47.61,0,0.0000
0.000341,-47.52,0,0.0000
0.000318,-47.44,0,0.0000
0.000296,-47.39,0,0.0000
0.000273,-47.35,0,0.0000
0.000250,-47.32,0,0.0000
0.000227,-47.31,0,0.0000
0.000205,-47.32,0,0.0000
0.000182,-47.34,0,0.0000
0.000159,-47.38,0,0.0000
0.000136,-47.44,0,0.0000
0.000114,-47.51,0,0.0000
0.000091,-47.60,0,0.0000
0.000068,-47.70,0,0.0000
0.000045,-47.82,0,0.0000
0.000023,-47.95,0,0.0000
0.000000,-48.10,0,0.0000
0.000168,-48.27,0,0.0000
0.000336,-48.44,0,0.0000
0.000504,-48.62,0,0.0000
0.000673,-48.81,0,0.0047
0.000841,-49.00,0,0.0059
0.001009,-49.20,0,0.0071
0.001177,-49.40,0,0.0084
0.001345,-49.61,0,0.0099
0.001513,-49.83,0,0.0116
0.001850,-50.05,0,0.0135
0.002187,-50.28,0,0.0155
0.002524,-50.51,0,0.0175
0.002861,-50.75,0,0.0194
0.003198,-51.00,0,0.0212
0.003333,-51.25,0,0.0227
0.003468,-51.51,0,0.0239
0.003602,-51.76,0,0.0247
0.003737,-52.00,0,0.0252
0.003706,-52.24,0,0.0254
0.003675,-52.46,0,0.0256
0.003643,-52.67,0,0.0255
0.003612,-52.87,0,0.0253
0.003581,-53.07,0,0.0251
0.003550,-53.25,0,0.0249
0.003519,-53.43,0,0.0246
0.003488,-53.59,0,0.0246
0.003457,-53.75,0,0.0246
0.003425,-53.89,0,0.0249
0.003545,-54.03,0,0.0250
0.003664,-54.16,0,0.0251
0.003783,-54.28,0,0.0251
0.003675,-54.38,0,0.0250
0.003568,-54.48,0,0.0248
0.003461,-54.57,0,0.0242
0.003353,-54.67,0,0.0235
0.003246,-54.77,0,0.0229
0.003138,-54.87,0,0.0226
0.003031,-54.97,0,0.0225
0.003140,-55.08,0,0.0226
0.003249,-55.19,0,0.0230
0.003358,-55.31,0,0.0233
0.003467,-55.43,0,0.0238
0.003576,-55.55,0,0.0240
0.003518,-55.68,0,0.0241
0.003459,-55.81,0,0.0240
0.003401,-55.95,0,0.0238
0.003343,-56.09,0,0.0231
0.003285,-56.23,0,0.0222
0.003227,-56.37,0,0.0211
0.002915,-56.52,0,0.0196
0.002603,-56.68,0,0.0180
0.002291,-56.84,0,0.0163
0.001979,-57.00,0,0.0146
0.001667,-57.16,0,0.0131
0.001592,-57.33,0,0.0119
0.001518,-57.50,0,0.0109
0.001443,-57.68,0,0.0101
0.001369,-57.86,0,0.0096
0.001294,-58.04,0,0.0091
0.001220,-58.23,0,0.0085
0.001145,-58.42,0,0.0079
0.001071,-58.61,0,0.0071
0.000996,-58.79,0,0.0062
0.000792,-58.98,0,0.0052
0.000588,-59.15,0,0.0000
0.000383,-59.33,0,0.0000
0.000179,-59.50,0,0.0000
-0.000025,-59.67,0,0.0000
-0.000229,-59.83,0,0.0000
-0.000434,-59.99,0,0.0000
-0.000386,-60.15,0,0.0000
-0.000337,-60.30,0,0.0000
-0.000289,-60.45,0,0.0000
-0.000241,-60.60,0,0.0000
-0.000193,-60.75,0,0.0000
-0.000145,-60.89,0,0.0000
-0.000096,-61.02,0,0.0000
-0.000048,-61.16,0,0.0000
0.000000,-61.29,0,0.0000
-0.000030,-61.42,0,0.0000
-0.000060,-61.54,0,0.0000
-0.000089,-61.66,0,0.0000
-0.000119,-61.78,0,0.0000
-0.000149,-61.89,0,0.0000
-0.000179,-62.00,0,0.0000
-0.000208,-62.11,0,0.0000
-0.000238,-62.21,0,0.0000
-0.000268,-62.31,0,0.0000
-0.000298,-62.41,0,0.0000
-0.000327,-62.50,0,0.0000
-0.000357,-62.60,0,0.0000
-0.000387,-62.68,0,0.0000
-0.000417,-62.77,0,0.0000
-0.000446,-62.85,0,-0.0042
-0.000650,-62.92,0,-0.0051
-0.000853,-63.00,0,-0.0061
-0.001057,-63.07,0,-0.0073
-0.001260,-63.13,0,-0.0086
-0.001464,-63.20,0,-0.0097
-0.001577,-63.26,0,-0.0108
-0.001691,-63.31,0,-0.0117
-0.001805,-63.37,0,-0.0126
-0.001918,-63.42,0,-0.0134
-0.002032,-63.47,0,-0.0142
-0.002145,-63.54,0,-0.0150
-0.002259,-63.61,0,-0.0158
-0.002373,-63.68,0,-0.0166
-0.002486,-63.76,0,-0.0174
-0.002600,-63.85,0,-0.0182
-0.002714,-63.95,0,-0.0188
-0.002827,-64.05,0,-0.0191
-0.002941,-64.15,0,-0.0191
-0.002811,-64.27,0,-0.0189
-0.002681,-64.39,0,-0.0185
-0.002551,-64.51,0,-0.0179
-0.002421,-64.64,0,-0.0169
-0.002291,-64.78,0,-0.0160
-0.002162,-64.93,0,-0.0151
-0.002032,-65.08,0,-0.0142
-0.001902,-65.23,0,-0.0133
-0.001772,-65.40,0,-0.0124
-0.001642,-65.57,0,-0.0115
-0.001512,-65.74,0,-0.0106
-0.001382,-65.93,0,-0.0097
-0.001252,-66.12,0,-0.0089
-0.001122,-66.31,0,-0.0081
-0.000993,-66.51,0,-0.0075
-0.000955,-66.72,0,-0.0070
-0.000917,-66.93,0,-0.0065
-0.000880,-67.15,0,-0.0062
-0.000842,-67.38,0,-0.0060
-0.000804,-67.61,0,-0.0059
-0.000767,-67.85,0,-0.0060
-0.000827,-68.10,0,-0.0061
-0.000886,-68.35,0,-0.0063
-0.000946,-68.61,0,-0.0066
-0.001006,-68.87,0,-0.0070
-0.001066,-69.14,0,-0.0075
-0.001125,-69.40,0,-0.0079
-0.001185,-69.65,0,-0.0083
-0.001245,-69.89,0,-0.0087
-0.001305,-70.12,0,-0.0091
-0.001364,-70.33,0,-0.0096
-0.001424,-70.54,0,-0.0100
-0.001484,-70.73,0,-0.0104
-0.001544,-70.91,0,-0.0107
-0.001604,-71.08,0,-0.0110
-0.001663,-71.24,0,-0.0111
-0.001640,-71.39,0,-0.0112
-0.001617,-71.53,0,-0.0112
-0.001594,-71.66,0,-0.0113
-0.001571,-71.77,0,-0.0113
-0.001548,-71.88,0,-0.0114
-0.001620,-71.97,0,-0.0116
-0.001692,-72.05,0,-0.0119
-0.001765,-72.12,0,-0.0124
-0.001837,-72.18,0,-0.0129
-0.001909,-72.23,0,-0.0134
-0.001981,-72.27,0,-0.0139
-0.002054,-72.30,0,-0.0144
-0.002126,-72.32,0,-0.0149
-0.002198,-72.32,0,-0.0154
-0.002270,-72.31,0,-0.0159
-0.002343,-72.30,0,-0.0164
-0.002415,-72.27,0,-0.0169
-0.002487,-72.24,0,-0.0174
-0.002559,-72.21,0,-0.0179
-0.002632,-72.19,0,-0.0184
-0.002704,-72.16,0,-0.0189
-0.002776,-72.13,0,-0.0193
-0.002848,-72.10,0,-0.0194
-0.002921,-72.08,0,-0.0194
-0.002818,-72.05,0,-0.0192
-0.002715,-72.02,0,-0.0188
-0.002612,-72.00,0,-0.0183
-0.002508,-71.97,0,-0.0176
-0.002405,-71.94,0,-0.0168
-0.002302,-71.92,0,-0.0161
-0.002199,-71.89,0,-0.0154
-0.002096,-71.87,0,-0.0147
-0.001993,-71.86,0,-0.0140
-0.001890,-71.86,0,-0.0132
-0.001787,-71.89,0,-0.0130
-0.001684,-71.93,0,-0.0133
-0.001581,-71.98,0,-0.0141
-0.001988,-72.05,0,-0.0154
-0.002395,-72.14,0,-0.0173
-0.002802,-72.25,0,-0.0192
-0.003209,-72.37,0,-0.0212
-0.003616,-72.50,0,-0.0227
-0.003590,-72.66,0,-0.0238
-0.003564,-72.83,0,-0.0252
-0.003539,-73.01,0,-0.0267
-0.003513,-73.22,0,-0.0285
-0.004145,-73.43,1,-0.0310
-0.004777,-73.67,1,-0.0341
-0.005409,-73.92,1,-0.0375
-0.006041,-74.19,1,-0.0413
-0.006674,-74.47,1,-0.0446
-0.006960,-74.77,1,-0.0477
-0.007246,-75.09,1,-0.0507
-0.007532,-75.42,1,-0.0535
-0.007819,-75.77,1,-0.0564
-0.008378,-76.13,1,-0.0589
-0.008937,-76.51,1,-0.0611
-0.009497,-76.91,1,-0.0629
-0.009467,-77.32,1,-0.0645
-0.009437,-77.75,1,-0.0655
-0.009407,-78.17,1,-0.0662
-0.009377,-78.58,1,-0.0666
-0.009347,-78.97,1,-0.0673
-0.009622,-79.36,1,-0.0678
-0.009896,-79.73,1,-0.0681
-0.010171,-80.09,1,-0.0683
-0.009959,-80.44,1,-0.0683
-0.009747,-80.78,1,-0.0677
-0.009535,-81.10,1,-0.0667
-0.009324,-81.40,1,-0.0653
-0.009112,-81.68,1,-0.0638
-0.008900,-81.93,1,-0.0623
-0.008688,-82.15,1,-0.0605
-0.008476,-82.35,1,-0.0583
-0.008264,-82.53,1,-0.0558
-0.007710,-82.68,1,-0.0529
-0.007156,-82.80,1,-0.0497
-0.006601,-82.90,1,-0.0462
-0.006047,-82.97,1,-0.0423
-0.005493,-83.02,1,-0.0384
-0.004938,-83.05,1,-0.0346
-0.004384,-83.04,1,-0.0307
-0.003830,-83.02,0,-0.0268
-0.003275,-82.96,0,-0.0232
-0.002721,-82.89,0,-0.0199
-0.002167,-82.78,0,-0.0169
-0.001896,-82.65,0,-0.0141
-0.001625,-82.50,0,-0.0117
-0.001354,-82.33,0,-0.0095
-0.001083,-82.14,0,-0.0076
-0.000813,-81.93,0,-0.0057
-0.000542,-81.71,0,0.0000
-0.000271,-81.47,0,0.0000
0.000000,-81.22,0,0.0000
0.000139,-80.94,0,0.0000
0.000278,-80.65,0,0.0000
0.000088,-80.34,0,0.0000
-0.000102,-80.02,0,0.0000
-0.000292,-79.68,0,0.0000
-0.000482,-79.32,0,-0.0066
-0.001140,-78.94,0,-0.0110
-0.001948,-78.55,0,-0.0168
-0.002755,-78.14,0,-0.0235
-0.004324,-77.71,1,-0.0311
-0.005893,-77.26,1,-0.0391
-0.006975,-76.80,1,-0.0471
-0.008058,-76.35,1,-0.0550
-0.009140,-75.90,1,-0.0626
-0.009913,-75.46,1,-0.0700
-0.010687,-75.02,1,-0.0772
-0.011962,-74.60,1,-0.0843
-0.013237,-74.18,1,-0.0910
-0.014198,-73.79,1,-0.0976
-0.015160,-73.41,1,-0.1041
-0.015840,-73.06,1,-0.1047
-0.016519,-72.73,1,-0.1047
-0.017199,-72.42,1,-0.1047
-0.017878,-72.13,1,-0.1047
-0.018245,-71.86,1,-0.1047
-0.018611,-71.62,1,-0.1047
-0.018978,-71.39,1,-0.1047
-0.018707,-71.19,1,-0.1047
-0.017945,-71.01,1,-0.1047
-0.017183,-70.85,1,-0.1047
-0.015642,-70.72,1,-0.1047
-0.014102,-70.60,1,-0.1004
-0.012968,-70.51,1,-0.0926
-0.011833,-70.44,1,-0.0845
-0.010699,-70.39,1,-0.0768
-0.010141,-70.36,1,-0.0697
-0.009081,-70.35,1,-0.0626
-0.008021,-70.37,1,-0.0556
-0.006961,-70.40,1,-0.0491
-0.005901,-70.46,1,-0.0424
-0.004841,-70.54,1,-0.0361
-0.004149,-70.62,1,-0.0302
-0.003458,-70.70,0,-0.0246
-0.002766,-70.78,0,-0.0194
-0.002075,-70.86,0,-0.0145
-0.001383,-70.94,0,-0.0101
-0.000692,-71.03,0,-0.0065
0.000000,-71.11,0,0.0000
0.000228,-71.19,0,0.0000
0.000203,-71.27,0,0.0000
0.000177,-71.35,0,0.0000
0.000152,-71.43,0,0.0000
0.000127,-71.51,0,0.0000
0.000101,-71.59,0,0.0000
0.000076,-71.68,0,0.0000
0.000051,-71.76,0,0.0000
0.000025,-71.84,0,0.0000
0.000000,-71.92,0,0.0000
0.000051,-72.01,0,0.0000
0.000102,-72.09,0,0.0000
0.000154,-72.17,0,0.0000
0.000205,-72.25,0,0.0000
0.000256,-72.34,0,0.0000
0.000307,-72.42,0,0.0000
0.000158,-72.50,0,0.0000
0.000010,-72.59,0,0.0000
-0.000139,-72.67,0,0.0000
-0.000288,-72.75,0,0.0000
-0.000163,-72.84,0,0.0000
-0.000038,-72.92,0,0.0000
0.000087,-73.01,0,0.0000
0.000212,-73.09,0,0.0000
0.000337,-73.17,0,0.0000
0.000462,-73.26,0,0.0044
0.000588,-73.34,0,0.0065
0.001105,-73.43,0,0.0094
0.001622,-73.51,0,0.0133
0.002139,-73.60,0,0.0177
0.003178,-73.68,0,0.0226
0.004216,-73.77,1,0.0277
0.004862,-73.85,1,0.0325
0.005507,-73.94,1,0.0372
0.006152,-74.02,1,0.0417
0.006489,-74.11,1,0.0460
0.006825,-74.20,1,0.0505
0.007673,-74.27,1,0.0553
0.008522,-74.33,1,0.0602
0.009370,-74.39,1,0.0653
0.010219,-74.42,1,0.0705
0.011067,-74.45,1,0.0754
0.011579,-74.47,1,0.0797
0.012090,-74.47,1,0.0834
0.012601,-74.47,1,0.0870
0.012799,-74.45,1,0.0900
0.012997,-74.42,1,0.0927
0.013898,-74.38,1,0.0950
0.014062,-74.32,1,0.0964
0.014225,-74.26,1,0.0974
0.014389,-74.18,1,0.0977
0.014057,-74.09,1,0.0969
0.013724,-74.00,1,0.0956
0.013392,-73.88,1,0.0937
0.013060,-73.76,1,0.0912
0.012727,-73.63,1,0.0884
0.012395,-73.48,1,0.0853
0.011821,-73.32,1,0.0820
0.011246,-73.15,1,0.0778
0.010672,-72.97,1,0.0726
0.010097,-72.78,1,0.0664
0.008806,-72.58,1,0.0590
0.007515,-72.36,1,0.0505
0.006225,-72.13,1,0.0416
0.004463,-71.90,1,0.0325
0.002701,-71.66,0,0.0232
0.001819,-71.41,0,0.0137
0.000937,-71.17,0,0.0041
-0.000503,-70.92,0,-0.0052
-0.001944,-70.68,0,-0.0142
-0.003384,-70.43,0,-0.0237
-0.004825,-70.18,1,-0.0338
-0.006265,-69.92,1,-0.0434
-0.007706,-69.67,1,-0.0527
-0.009146,-69.41,1,-0.0610
-0.010175,-69.16,1,-0.0682
-0.011203,-68.90,1,-0.0745
-0.011649,-68.63,1,-0.0798
-0.012096,-68.37,1,-0.0841
-0.012542,-68.11,1,-0.0875
-0.012988,-67.84,1,-0.0901
-0.013435,-67.57,1,-0.0923
-0.013596,-67.32,1,-0.0939
-0.013757,-67.09,1,-0.0948
-0.013919,-66.87,1,-0.0953
-0.013682,-66.67,1,-0.0954
-0.013446,-66.48,1,-0.0954
-0.013492,-66.32,1,-0.0953
-0.013538,-66.17,1,-0.0947
-0.013584,-66.03,1,-0.0941
-0.013629,-65.91,1,-0.0931
-0.013361,-65.81,1,-0.0914
-0.013092,-65.73,1,-0.0889
-0.012424,-65.66,1,-0.0858
-0.011756,-65.61,1,-0.0819
-0.011088,-65.58,1,-0.0776
-0.010420,-65.56,1,-0.0733
-0.009752,-65.56,1,-0.0693
-0.009084,-65.58,1,-0.0657
-0.008771,-65.61,1,-0.0625
-0.008459,-65.67,1,-0.0592
-0.008147,-65.73,1,-0.0560
-0.007834,-65.82,1,-0.0527
-0.007165,-65.92,1,-0.0491
-0.006495,-66.03,1,-0.0451
-0.005826,-66.17,1,-0.0408
-0.005156,-66.32,1,-0.0361
-0.004487,-66.48,1,-0.0314
-0.003817,-66.64,0,-0.0269
-0.003148,-66.82,0,-0.0226
-0.002478,-66.99,0,-0.0185
-0.002001,-67.18,0,-0.0149
-0.001525,-67.37,0,-0.0117
-0.001048,-67.57,0,-0.0090
-0.000856,-67.78,0,-0.0070
-0.000664,-67.99,0,-0.0053
-0.000472,-68.20,0,0.0000
-0.000395,-68.40,0,0.0000
-0.000319,-68.60,0,0.0000
-0.000242,-68.79,0,0.0000
-0.000166,-68.97,0,0.0000
-0.000089,-69.14,0,0.0000
-0.000012,-69.31,0,0.0000
0.000064,-69.48,0,0.0000
0.000141,-69.64,0,0.0000
0.000217,-69.79,0,0.0000
0.000207,-69.93,0,0.0000
0.000196,-70.07,0,0.0000
0.000185,-70.20,0,0.0000
0.000174,-70.33,0,0.0000
0.000163,-70.45,0,0.0000
0.000152,-70.56,0,0.0000
0.000141,-70.67,0,0.0000
0.000130,-70.77,0,0.0000
0.000120,-70.86,0,0.0000
0.000109,-70.95,0,0.0000
0.000098,-71.03,0,0.0000
0.000087,-71.11,0,0.0000
0.000076,-71.18,0,0.0000
0.000065,-71.24,0,0.0000
0.000054,-71.29,0,0.0000
0.000043,-71.35,0,0.0000
0.000033,-71.39,0,0.0000
0.000022,-71.43,0,0.0000
0.000011,-71.46,0,0.0000
0.000000,-71.49,0,0.0000
0.000009,-71.52,0,0.0000
0.000017,-71.54,0,0.0000
0.000026,-71.56,0,0.0000
0.000034,-71.58,0,0.0000
0.000043,-71.59,0,0.0000
0.000052,-71.61,0,0.0000
0.000060,-71.61,0,0.0000
0.000069,-71.62,0,0.0000
0.000077,-71.62,0,0.0000
0.000086,-71.61,0,0.0000
0.000095,-71.61,0,0.0000
0.000103,-71.60,0,0.0000
0.000112,-71.58,0,0.0000
0.000120,-71.57,0,0.0000
0.000129,-71.55,0,0.0000
0.000137,-71.52,0,0.0000
0.000146,-71.50,0,0.0000
0.000155,-71.47,0,0.0000
0.000163,-71.43,0,0.0000
0.000172,-71.39,0,0.0000
0.000180,-71.35,0,0.0000
0.000189,-71.31,0,0.0000
0.000198,-71.26,0,0.0000
0.000206,-71.21,0,0.0000
0.000360,-71.16,0,0.0000
0.000513,-71.10,0,0.0000
0.000667,-71.04,0,0.0047
0.000821,-70.97,0,0.0057
0.000974,-70.91,0,0.0068
0.001128,-70.84,0,0.0082
0.001281,-70.76,0,0.0099
0.001435,-70.68,0,0.0119
0.001895,-70.60,0,0.0142
0.002355,-70.52,0,0.0168
0.002815,-70.43,0,0.0197
0.003274,-70.34,0,0.0225
0.003734,-70.24,0,0.0250
0.004194,-70.14,1,0.0271
0.004280,-70.04,1,0.0292
0.004366,-69.94,1,0.0313
0.004452,-69.83,1,0.0333
0.004902,-69.72,1,0.0354
0.005352,-69.60,1,0.0378
0.005802,-69.48,1,0.0404
0.006252,-69.36,1,0.0432
0.006702,-69.24,1,0.0457
0.006953,-69.11,1,0.0481
0.007204,-68.97,1,0.0498
0.007454,-68.84,1,0.0509
0.007705,-68.70,1,0.0514
0.007540,-68.56,1,0.0515
0.007376,-68.41,1,0.0512
0.007212,-68.26,1,0.0505
0.007047,-68.11,1,0.0493
0.006883,-67.95,1,0.0482
0.006719,-67.79,1,0.0473
0.006554,-67.63,1,0.0467
0.006390,-67.46,1,0.0464
0.006500,-67.29,1,0.0463
0.006610,-67.12,1,0.0465
0.006720,-66.93,1,0.0470
0.006830,-66.74,1,0.0476
0.006940,-66.53,1,0.0480
0.007050,-66.32,1,0.0482
0.006969,-66.11,1,0.0482
