# Spa-Francorchamps: geometria IDEALIZADA (rectas+circulos+clotoides) + rasante REAL (KML+DEM)
# elevacion via OpenTopoData / EU-DEM 25m; peralte sintetico
# kappa_1pm,elev_m,kerb,peralte_rad  (segmentos de 4.0 m)
0.006888,-65.88,1,0.0480
0.006807,-65.64,1,0.0476
0.006726,-65.40,1,0.0471
0.006645,-65.15,1,0.0465
0.006565,-64.89,1,0.0460
0.006484,-64.63,1,0.0454
0.006403,-64.35,1,0.0446
0.006322,-64.07,1,0.0436
0.006241,-63.78,1,0.0424
0.005946,-63.48,1,0.0410
0.005651,-63.17,1,0.0393
0.005356,-62.85,1,0.0375
0.005061,-62.53,1,0.0355
0.004766,-62.20,1,0.0336
0.004471,-61.86,1,0.0318
0.004266,-61.51,1,0.0301
0.004062,-61.16,1,0.0285
0.003857,-60.79,0,0.0270
0.003653,-60.42,0,0.0258
0.003448,-60.04,0,0.0248
0.003244,-59.65,0,0.0242
0.003260,-59.26,0,0.0238
0.003276,-58.86,0,0.0239
0.003415,-58.48,0,0.0248
0.003553,-58.09,0,0.0266
0.003691,-57.72,0,0.0290
0.004357,-57.34,1,0.0321
0.005024,-56.98,1,0.0357
0.005691,-56.61,1,0.0395
0.006358,-56.25,1,0.0434
0.007024,-55.90,1,0.0469
0.007309,-55.55,1,0.0500
0.007595,-55.21,1,0.0528
0.007880,-54.87,1,0.0552
0.008165,-54.53,1,0.0572
0.008450,-54.20,1,0.0592
0.008736,-53.87,1,0.0611
0.009021,-53.55,1,0.0631
0.009306,-53.24,1,0.0651
0.009591,-52.93,1,0.0671
0.009876,-52.62,1,0.0690
0.010162,-52.32,1,0.0706
0.010447,-52.02,1,0.0721
0.010564,-51.73,1,0.0734
0.010681,-51.44,1,0.0740
0.010799,-51.15,1,0.0737
0.010916,-50.88,1,0.0727
0.010414,-50.60,1,0.0710
0.009912,-50.33,1,0.0688
0.009410,-50.07,1,0.0663
0.008909,-49.81,1,0.0635
0.008407,-49.55,1,0.0611
0.008287,-49.30,1,0.0589
0.008167,-49.06,1,0.0569
0.008048,-48.81,1,0.0550
0.007705,-48.57,1,0.0533
0.007362,-48.32,1,0.0513
0.007018,-48.08,1,0.0491
0.006675,-47.83,1,0.0467
0.006332,-47.59,1,0.0441
0.005989,-47.35,1,0.0411
0.005646,-47.10,1,0.0379
0.005031,-46.86,1,0.0344
0.004417,-46.62,1,0.0306
0.003802,-46.38,0,0.0266
0.003187,-46.14,0,0.0226
0.002573,-45.90,0,0.0190
0.001958,-45.66,0,0.0156
0.001657,-45.42,0,0.0125
0.001357,-45.18,0,0.0098
0.001056,-44.94,0,0.0074
0.000755,-44.70,0,0.0053
0.000454,-44.46,0,0.0000
0.000153,-44.23,0,0.0000
-0.000148,-43.99,0,0.0000
-0.000448,-43.75,0,0.0000
-0.000267,-43.52,0,0.0000
-0.000086,-43.28,0,0.0000
0.000095,-43.04,0,0.0000
0.000276,-42.81,0,0.0000
0.000457,-42.57,0,0.0000
0.000243,-42.34,0,0.0000
0.000030,-42.11,0,0.0000
-0.000184,-41.87,0,0.0000
-0.000397,-41.64,0,0.0000
-0.000611,-41.41,0,0.0000
-0.000513,-41.17,0,0.0000
-0.000415,-40.94,0,0.0000
-0.000317,-40.71,0,0.0000
-0.000219,-40.48,0,0.0000
-0.000121,-40.25,0,0.0000
-0.000023,-40.02,0,0.0000
0.000075,-39.79,0,0.0000
0.000173,-39.56,0,0.0000
0.000271,-39.33,0,0.0000
0.000369,-39.10,0,0.0000
0.000467,-38.87,0,0.0000
0.000331,-38.65,0,0.0000
0.000195,-38.42,0,0.0000
0.000059,-38.19,0,0.0000
-0.000078,-37.97,0,0.0000
-0.000214,-37.74,0,0.0000
-0.000030,-37.51,0,0.0000
0.000154,-37.29,0,0.0000
0.000338,-37.06,0,0.0000
0.000522,-36.84,0,0.0000
0.000706,-36.61,0,0.0000
0.000424,-36.39,0,0.0000
0.000142,-36.17,0,0.0000
-0.000140,-35.94,0,0.0000
-0.000422,-35.72,0,0.0000
-0.000704,-35.50,0,0.0000
-0.000528,-35.28,0,0.0000
-0.000352,-35.06,0,0.0000
-0.000176,-34.84,0,0.0000
0.000000,-34.62,0,0.0000
-0.000128,-34.40,0,0.0000
-0.000256,-34.18,0,0.0000
-0.000384,-33.96,0,0.0000
-0.000512,-33.74,0,0.0000
-0.000639,-33.52,0,-0.0045
-0.000767,-33.30,0,-0.0054
-0.000895,-33.08,0,-0.0063
-0.001023,-32.87,0,-0.0072
-0.001151,-32.65,0,-0.0081
-0.001279,-32.43,0,-0.0087
-0.001407,-32.22,0,-0.0090
-0.001535,-32.00,0,-0.0090
-0.001378,-31.79,0,-0.0088
-0.001221,-31.57,0,-0.0083
-0.001064,-31.34,0,-0.0076
-0.000907,-31.10,0,-0.0069
-0.000750,-30.85,0,-0.0063
-0.000762,-30.58,0,-0.0058
-0.000774,-30.30,0,-0.0056
-0.000787,-30.00,0,-0.0055
-0.000799,-29.69,0,-0.0056
-0.000811,-29.37,0,-0.0057
-0.000823,-29.03,0,-0.0058
-0.000835,-28.68,0,-0.0058
-0.000848,-28.32,0,-0.0059
-0.000860,-27.94,0,-0.0058
-0.000872,-27.55,0,-0.0057
-0.000821,-27.15,0,-0.0056
-0.000770,-26.73,0,-0.0053
-0.000718,-26.30,0,-0.0050
-0.000667,-25.86,0,-0.0047
-0.000616,-25.40,0,-0.0043
-0.000564,-24.93,0,0.0000
-0.000513,-24.44,0,0.0000
-0.000462,-23.95,0,0.0000
-0.000410,-23.43,0,0.0000
-0.000359,-22.91,0,0.0000
-0.000308,-22.37,0,0.0000
-0.000257,-21.82,0,0.0000
-0.000205,-21.25,0,0.0000
-0.000154,-20.67,0,0.0000
-0.000103,-20.08,0,0.0000
-0.000051,-19.48,0,0.0000
0.000000,-18.86,0,0.0000
0.000583,-18.22,0,0.0057
0.001167,-17.58,0,0.0087
0.001750,-16.92,0,0.0122
0.002333,-16.24,0,0.0167
0.002916,-15.56,0,0.0215
0.003500,-14.86,0,0.0268
0.004458,-14.14,1,0.0323
0.005417,-13.42,1,0.0383
0.006376,-12.67,1,0.0443
0.007335,-11.92,1,0.0504
0.008294,-11.15,1,0.0562
0.008946,-10.37,1,0.0622
0.009597,-9.61,1,0.0684
0.010248,-8.86,1,0.0747
0.011397,-8.13,1,0.0810
0.012545,-7.42,1,0.0875
0.013694,-6.72,1,0.0934
0.014579,-6.04,1,0.0987
0.015464,-5.38,1,0.1025
0.015482,-4.73,1,0.1047
0.015499,-4.13,1,0.1047
0.015216,-3.55,1,0.1047
0.014933,-3.02,1,0.1024
0.014338,-2.52,1,0.0994
0.013743,-2.06,1,0.0955
0.013147,-1.64,1,0.0909
0.012552,-1.25,1,0.0856
0.011582,-0.90,1,0.0799
0.010611,-0.58,1,0.0741
0.009641,-0.31,1,0.0682
0.008671,-0.06,1,0.0622
0.007943,0.14,1,0.0563
0.007215,0.31,1,0.0503
0.006487,0.44,1,0.0440
0.005759,0.53,1,0.0374
0.004552,0.59,1,0.0308
0.003344,0.61,0,0.0240
0.002137,0.61,0,0.0179
0.001280,0.58,0,0.0125
0.000422,0.54,0,0.0082
0.000385,0.47,0,0.0052
0.000347,0.39,0,0.0000
0.000310,0.28,0,0.0000
0.000272,0.15,0,0.0000
