# Track con ALZADO de diseno (profile_editor):
# planta resuelta + rasantes y acuerdos parabolicos
# kappa_1pm,elev_m,kerb,peralte_rad,semiancho_m (seg 4.0 m)
-0.000174,8.79,0,0.0000,4.49
-0.000074,8.88,0,0.0000,4.48
0.000027,8.96,0,0.0000,4.47
0.000137,9.04,0,0.0000,4.46
0.000205,9.13,0,0.0000,4.45
0.000249,9.21,0,0.0000,4.45
0.000271,9.29,0,0.0000,4.44
0.000295,9.38,0,0.0000,4.43
0.000271,9.46,0,0.0000,4.45
0.000256,9.54,0,0.0000,4.46
0.000246,9.62,0,0.0000,4.42
0.000238,9.69,0,0.0000,4.38
0.000213,9.75,0,0.0000,4.33
0.000204,9.81,0,0.0000,4.29
0.000198,9.86,0,0.0000,4.26
0.000188,9.90,0,0.0000,4.25
0.000172,9.93,0,0.0000,4.25
0.000159,9.96,0,0.0000,4.24
0.000143,9.98,0,0.0000,4.24
0.000129,9.99,0,0.0000,4.23
0.000117,10.00,0,0.0000,4.23
0.000113,10.00,0,0.0000,4.22
0.000091,9.99,0,0.0000,4.21
0.000078,9.97,0,0.0000,4.21
0.000069,9.95,0,0.0000,4.20
0.000061,9.92,0,0.0000,4.20
0.000038,9.88,0,0.0000,4.19
0.000029,9.83,0,0.0000,4.19
0.000023,9.78,0,0.0000,4.18
0.000005,9.72,0,0.0000,4.17
-0.000018,9.66,0,0.0000,4.17
-0.000020,9.60,0,0.0000,4.16
-0.000034,9.54,0,0.0000,4.16
-0.000048,9.48,0,0.0000,4.15
-0.000058,9.43,0,0.0000,4.15
-0.000066,9.37,0,0.0000,4.14
-0.000089,9.31,0,0.0000,4.13
-0.000099,9.25,0,0.0000,4.13
-0.000111,9.19,0,0.0000,4.12
-0.000122,9.13,0,0.0000,4.12
-0.000129,9.07,0,0.0000,4.11
-0.000149,9.01,0,0.0000,4.11
-0.000168,8.95,0,0.0000,4.10
-0.000174,8.89,0,0.0000,4.10
-0.000181,8.84,0,0.0000,4.09
-0.000200,8.82,0,0.0000,4.08
-0.000222,8.84,0,0.0000,4.08
-0.000220,8.89,0,0.0000,4.07
-0.000211,8.98,0,0.0000,4.07
-0.000160,9.10,0,0.0000,4.06
-0.000028,9.26,0,0.0000,4.06
0.000248,9.45,0,0.0000,4.05
0.000549,9.68,0,0.0044,4.04
0.000886,9.94,0,0.0066,4.04
0.001242,10.23,0,0.0091,4.03
0.001642,10.51,0,0.0117,4.01
0.002103,10.80,0,0.0144,3.99
0.002462,11.09,0,0.0172,3.97
0.002823,11.38,0,0.0206,3.94
0.003202,11.67,0,0.0246,3.92
0.003748,11.96,0,0.0293,3.90
0.004602,12.24,1,0.0352,3.91
0.005623,12.53,1,0.0427,3.94
0.006867,12.82,1,0.0512,3.98
0.008317,13.11,1,0.0598,4.01
0.010293,13.40,1,0.0674,4.03
0.011775,13.69,1,0.0734,4.04
0.012317,13.97,1,0.0766,4.05
0.012254,14.26,1,0.0761,4.05
0.011597,14.55,1,0.0722,4.06
0.010031,14.84,1,0.0657,4.06
0.007864,15.13,1,0.0577,4.07
0.006394,15.42,1,0.0492,4.08
0.005222,15.70,1,0.0412,4.09
0.004345,15.99,1,0.0346,4.10
0.003751,16.28,0,0.0299,4.11
0.003577,16.57,0,0.0263,4.14
0.003425,16.86,0,0.0231,4.18
0.003188,17.15,0,0.0199,4.24
0.002819,17.43,0,0.0163,4.29
0.002007,17.72,0,0.0121,4.35
0.001121,18.01,0,0.0075,4.41
0.000202,18.30,0,0.0000,4.46
-0.000628,18.59,0,0.0000,4.51
-0.001202,18.87,0,0.0000,4.55
-0.001154,19.16,0,0.0000,4.59
-0.000523,19.45,0,0.0000,4.64
0.000449,19.74,0,0.0000,4.68
0.001509,20.03,0,0.0000,4.73
0.002331,20.32,0,0.0000,4.77
0.001614,20.60,0,0.0000,4.81
-0.000235,20.89,0,-0.0158,4.86
-0.002990,21.18,0,-0.0347,4.90
-0.006537,21.47,1,-0.0602,4.95
-0.011492,21.76,1,-0.0906,4.99
-0.017426,22.03,1,-0.1047,5.03
-0.023115,22.28,1,-0.1047,5.10
-0.028797,22.52,1,-0.1047,5.20
-0.034317,22.73,1,-0.1047,5.41
-0.040981,22.93,1,-0.1047,5.57
-0.046256,23.10,1,-0.1047,5.72
-0.049458,23.26,1,-0.1047,5.88
-0.051972,23.39,1,-0.1047,6.07
-0.053676,23.51,1,-0.1047,6.27
-0.053361,23.60,1,-0.1047,6.46
-0.050533,23.68,1,-0.1047,6.64
-0.047450,23.74,1,-0.1047,6.77
-0.043679,23.78,1,-0.1047,6.84
-0.039302,23.79,1,-0.1047,6.89
-0.034267,23.79,1,-0.1047,6.90
-0.029599,23.77,1,-0.1047,6.87
-0.025562,23.73,1,-0.1047,6.84
-0.021784,23.68,1,-0.1047,6.82
-0.018388,23.62,1,-0.1047,6.86
-0.014681,23.57,1,-0.1047,6.95
-0.011190,23.52,1,-0.0821,6.91
-0.008193,23.47,1,-0.0603,6.76
-0.005269,23.41,1,-0.0404,6.61
-0.002590,23.36,0,-0.0235,6.45
0.000034,23.31,0,-0.0095,6.30
0.001446,23.26,0,0.0000,6.15
0.002278,23.21,0,0.0106,5.99
0.002816,23.15,0,0.0166,5.84
0.003194,23.10,0,0.0197,5.69
0.003443,23.05,0,0.0210,5.54
0.003373,23.00,0,0.0210,5.39
0.003154,22.94,0,0.0197,5.23
0.002788,22.89,0,0.0176,5.08
0.002273,22.84,0,0.0148,4.97
0.001524,22.79,0,0.0117,4.90
0.001061,22.74,0,0.0085,4.83
0.000651,22.68,0,0.0054,4.76
0.000291,22.63,0,0.0000,4.69
-0.000057,22.58,0,0.0000,4.63
-0.000357,22.53,0,0.0000,4.56
-0.000608,22.47,0,-0.0041,4.49
-0.000861,22.42,0,-0.0061,4.42
-0.001109,22.37,0,-0.0077,4.35
-0.001400,22.32,0,-0.0087,4.29
-0.001673,22.27,0,-0.0090,4.28
-0.001670,22.21,0,-0.0079,4.29
-0.001415,22.17,0,-0.0049,4.31
-0.000877,22.13,0,0.0000,4.32
0.000273,22.11,0,0.0060,4.34
0.001829,22.10,0,0.0132,4.35
0.003288,22.10,0,0.0207,4.37
0.004574,22.11,1,0.0272,4.38
0.005540,22.13,1,0.0319,4.40
0.006024,22.16,1,0.0342,4.40
0.005680,22.20,1,0.0342,4.40
0.004969,22.26,1,0.0325,4.40
0.004123,22.33,1,0.0297,4.39
0.003306,22.40,0,0.0268,4.38
0.002823,22.49,0,0.0247,4.37
0.002794,22.59,0,0.0240,4.36
0.003086,22.71,0,0.0249,4.35
0.003579,22.82,0,0.0271,4.36
0.004277,22.94,1,0.0302,4.38
0.005032,23.05,1,0.0336,4.40
0.005494,23.17,1,0.0370,4.42
0.005892,23.28,1,0.0400,4.44
0.006215,23.40,1,0.0424,4.44
0.006512,23.52,1,0.0438,4.39
0.006620,23.63,1,0.0445,4.35
0.006594,23.75,1,0.0445,4.31
0.006462,23.86,1,0.0436,4.29
0.006227,23.98,1,0.0423,4.27
0.005902,24.09,1,0.0410,4.30
0.005306,24.21,1,0.0405,4.34
0.005160,24.33,1,0.0413,4.38
0.005397,24.44,1,0.0435,4.42
0.006032,24.56,1,0.0469,4.46
0.007273,24.66,1,0.0514,4.50
0.008448,24.75,1,0.0567,4.54
0.009247,24.83,1,0.0623,4.59
0.009875,24.89,1,0.0670,4.66
0.010387,24.94,1,0.0691,4.72
0.011077,24.97,1,0.0679,4.78
0.010706,25.00,1,0.0635,4.84
0.009330,25.01,1,0.0554,4.90
0.007303,25.00,1,0.0451,4.94
0.004837,24.98,1,0.0340,4.97
0.001730,24.95,0,0.0238,4.99
0.000095,24.91,0,0.0159,5.02
-0.000003,24.85,0,0.0110,5.04
0.000544,24.78,0,0.0090,5.07
0.001432,24.70,0,0.0103,5.09
0.002354,24.60,0,0.0134,5.13
0.002799,24.49,0,0.0167,5.18
0.003073,24.36,0,0.0195,5.22
0.003220,24.22,0,0.0214,5.27
0.003277,24.07,0,0.0223,5.29
0.003301,23.91,0,0.0229,5.26
0.003326,23.73,0,0.0233,5.20
0.003352,23.55,0,0.0235,5.15
0.003369,23.36,0,0.0236,5.09
0.003417,23.18,0,0.0237,5.07
0.003430,23.00,0,0.0237,5.06
0.003409,22.82,0,0.0236,5.07
0.003380,22.63,0,0.0234,5.07
0.003338,22.45,0,0.0230,5.10
0.003292,22.27,0,0.0225,5.13
0.003129,22.09,0,0.0219,5.16
0.003027,21.90,0,0.0213,5.18
0.002931,21.72,0,0.0206,5.19
0.002838,21.54,0,0.0198,5.17
0.002752,21.35,0,0.0191,5.16
0.002597,21.17,0,0.0186,5.14
0.002526,20.99,0,0.0182,5.12
0.002476,20.81,0,0.0180,5.11
0.002455,20.62,0,0.0180,5.09
0.002536,20.44,0,0.0182,5.07
0.002617,20.26,0,0.0187,5.06
0.002746,20.08,0,0.0192,5.04
0.002869,19.89,0,0.0197,5.03
0.002968,19.71,0,0.0201,5.01
0.003029,19.53,0,0.0202,5.00
0.002969,19.35,0,0.0200,4.98
0.002878,19.16,0,0.0194,4.97
0.002745,18.98,0,0.0181,4.96
0.002575,18.80,0,0.0163,4.97
0.002208,18.62,0,0.0139,4.98
0.001729,18.47,0,0.0108,4.99
0.001184,18.33,0,0.0074,5.01
0.000557,18.22,0,0.0041,5.02
-0.000154,18.12,0,0.0000,5.03
-0.000718,18.04,0,0.0000,5.04
-0.000689,17.99,0,0.0000,5.03
-0.000360,17.95,0,0.0000,4.99
0.000263,17.93,0,0.0056,4.94
0.001286,17.93,0,0.0102,4.88
0.002558,17.95,0,0.0150,4.83
0.003295,17.99,0,0.0197,4.78
0.003830,18.05,0,0.0235,4.72
0.004160,18.14,1,0.0262,4.67
0.004296,18.23,1,0.0275,4.62
0.004123,18.35,1,0.0279,4.58
0.003983,18.49,0,0.0277,4.54
0.003841,18.65,0,0.0269,4.50
0.003702,18.83,0,0.0259,4.46
0.003577,19.00,0,0.0249,4.42
0.003379,19.17,0,0.0240,4.38
0.003253,19.35,0,0.0233,4.35
0.003153,19.52,0,0.0227,4.33
0.003084,19.69,0,0.0223,4.30
0.003104,19.87,0,0.0222,4.27
0.003113,20.04,0,0.0223,4.25
0.003185,20.22,0,0.0227,4.23
0.003279,20.39,0,0.0232,4.23
0.003387,20.56,0,0.0238,4.27
0.003534,20.74,0,0.0245,4.30
0.003617,20.91,0,0.0253,4.34
0.003722,21.08,0,0.0260,4.37
0.003820,21.26,0,0.0267,4.40
0.003911,21.43,0,0.0273,4.43
0.004047,21.61,1,0.0277,4.46
0.004057,21.78,1,0.0281,4.49
0.004086,21.95,1,0.0284,4.52
0.004097,22.13,1,0.0285,4.55
0.004123,22.30,1,0.0285,4.57
0.004070,22.47,1,0.0285,4.59
0.004057,22.65,1,0.0284,4.61
0.004035,22.82,1,0.0283,4.62
0.004013,23.00,1,0.0282,4.64
0.004047,23.17,1,0.0281,4.63
0.004003,23.34,1,0.0281,4.61
0.003990,23.52,0,0.0281,4.59
0.003990,23.69,0,0.0281,4.57
0.003996,23.86,0,0.0281,4.56
0.004038,24.04,1,0.0282,4.58
0.004025,24.21,1,0.0283,4.59
0.004046,24.39,1,0.0284,4.61
0.004070,24.56,1,0.0286,4.61
0.004098,24.72,1,0.0287,4.61
0.004170,24.86,1,0.0289,4.62
0.004155,25.00,1,0.0289,4.62
0.004178,25.12,1,0.0288,4.62
0.004166,25.23,1,0.0283,4.63
0.004101,25.33,1,0.0275,4.63
0.003942,25.41,0,0.0263,4.63
0.003629,25.49,0,0.0247,4.63
0.003316,25.55,0,0.0227,4.61
0.002970,25.60,0,0.0204,4.59
0.002604,25.63,0,0.0179,4.57
0.002178,25.66,0,0.0153,4.55
0.001767,25.67,0,0.0127,4.53
0.001409,25.67,0,0.0101,4.52
0.001060,25.65,0,0.0076,4.52
0.000722,25.63,0,0.0054,4.53
0.000314,25.59,0,0.0000,4.53
0.000114,25.54,0,0.0000,4.53
-0.000028,25.48,0,0.0000,4.53
-0.000122,25.42,0,0.0000,4.54
-0.000165,25.36,0,0.0000,4.54
-0.000142,25.30,0,0.0000,4.54
-0.000160,25.24,0,0.0000,4.54
-0.000161,25.18,0,0.0000,4.55
-0.000153,25.13,0,0.0000,4.55
-0.000151,25.07,0,0.0000,4.55
-0.000161,25.01,0,0.0000,4.55
-0.000145,24.95,0,0.0000,4.56
-0.000132,24.89,0,0.0000,4.56
-0.000118,24.83,0,0.0000,4.56
-0.000083,24.77,0,0.0000,4.56
-0.000027,24.71,0,0.0000,4.56
0.000017,24.65,0,0.0000,4.56
0.000068,24.59,0,0.0000,4.55
0.000128,24.53,0,0.0000,4.54
0.000185,24.47,0,0.0000,4.53
0.000243,24.42,0,0.0000,4.52
0.000293,24.38,0,0.0000,4.51
0.000313,24.35,0,0.0000,4.50
0.000288,24.34,0,0.0000,4.49
0.000079,24.33,0,0.0000,4.48
-0.000302,24.34,0,0.0000,4.47
-0.000774,24.36,0,-0.0090,4.46
-0.001390,24.39,0,-0.0171,4.45
-0.002190,24.43,0,-0.0284,4.44
-0.004672,24.49,1,-0.0422,4.43
-0.007887,24.55,1,-0.0579,4.42
-0.011185,24.63,1,-0.0737,4.41
-0.014146,24.72,1,-0.0876,4.40
-0.016410,24.82,1,-0.0979,4.41
-0.017179,24.93,1,-0.1039,4.43
-0.016151,25.05,1,-0.1047,4.48
-0.014927,25.18,1,-0.1047,4.52
-0.013867,25.31,1,-0.1019,4.55
-0.013464,25.44,1,-0.0978,4.54
-0.013167,25.57,1,-0.0948,4.53
-0.013129,25.70,1,-0.0933,4.51
-0.013127,25.83,1,-0.0928,4.49
-0.013158,25.96,1,-0.0927,4.49
-0.013350,26.09,1,-0.0928,4.47
-0.013388,26.22,1,-0.0925,4.45
-0.013420,26.35,1,-0.0913,4.45
-0.013233,26.48,1,-0.0886,4.49
-0.012782,26.61,1,-0.0843,4.51
-0.011957,26.74,1,-0.0786,4.50
-0.010448,26.87,1,-0.0716,4.50
-0.009036,26.99,1,-0.0640,4.49
-0.007689,27.10,1,-0.0561,4.48
-0.006501,27.20,1,-0.0489,4.48
-0.005551,27.29,1,-0.0431,4.47
-0.004911,27.37,1,-0.0388,4.47
-0.004720,27.44,1,-0.0360,4.47
-0.004679,27.50,1,-0.0345,4.47
-0.004740,27.56,1,-0.0341,4.48
-0.004885,27.60,1,-0.0346,4.50
-0.005010,27.63,1,-0.0356,4.51
-0.005196,27.66,1,-0.0370,4.53
-0.005413,27.68,1,-0.0385,4.54
-0.005656,27.71,1,-0.0401,4.55
-0.006052,27.74,1,-0.0419,4.56
-0.006276,27.76,1,-0.0438,4.55
-0.006536,27.79,1,-0.0461,4.54
-0.006796,27.82,1,-0.0496,4.54
-0.007090,27.84,1,-0.0550,4.53
-0.007702,27.87,1,-0.0633,4.50
-0.009107,27.90,1,-0.0749,4.47
-0.011480,27.92,1,-0.0898,4.46
-0.014556,27.95,1,-0.1047,4.49
-0.018152,27.98,1,-0.1047,4.54
-0.021744,28.00,1,-0.1047,4.63
-0.022688,28.03,1,-0.1047,4.74
-0.021858,28.06,1,-0.1047,4.85
-0.019617,28.08,1,-0.1047,4.93
-0.016457,28.11,1,-0.1047,4.96
-0.013623,28.14,1,-0.1047,5.01
-0.012915,28.16,1,-0.1047,5.07
-0.013142,28.19,1,-0.1018,5.15
-0.014031,28.22,1,-0.1011,5.23
-0.015604,28.21,1,-0.1028,5.31
-0.016012,28.18,1,-0.1047,5.33
-0.015779,28.11,1,-0.1047,5.33
-0.015343,28.02,1,-0.1047,5.32
-0.014826,27.89,1,-0.1034,5.27
-0.014341,27.72,1,-0.1005,5.22
-0.013765,27.53,1,-0.0974,5.16
-0.013369,27.30,1,-0.0945,5.11
-0.013026,27.04,1,-0.0916,5.07
-0.012735,26.75,1,-0.0889,5.02
-0.012460,26.46,1,-0.0862,4.98
-0.011950,26.17,1,-0.0834,4.94
-0.011557,25.88,1,-0.0805,4.91
-0.011107,25.59,1,-0.0771,4.91
-0.010600,25.30,1,-0.0736,4.90
-0.010045,25.00,1,-0.0701,4.85
-0.009414,24.71,1,-0.0666,4.78
-0.008925,24.42,1,-0.0630,4.72
-0.008455,24.13,1,-0.0594,4.66
-0.008015,23.84,1,-0.0559,4.65
-0.007545,23.55,1,-0.0525,4.67
-0.006990,23.26,1,-0.0492,4.71
-0.006538,22.97,1,-0.0455,4.74
-0.006068,22.67,1,-0.0418,4.72
-0.005585,22.38,1,-0.0379,4.70
-0.004795,22.09,1,-0.0340,4.68
-0.004239,21.80,1,-0.0299,4.66
-0.003666,21.51,0,-0.0256,4.62
-0.003088,21.22,0,-0.0212,4.56
-0.002494,20.93,0,-0.0172,4.49
-0.001750,20.63,0,-0.0134,4.42
-0.001203,20.34,0,-0.0099,4.36
-0.000747,20.05,0,-0.0070,4.30
-0.000403,19.76,0,-0.0048,4.28
-0.000195,19.47,0,0.0000,4.27
-0.000168,19.18,0,0.0000,4.25
-0.000312,18.89,0,0.0000,4.23
-0.000490,18.60,0,0.0000,4.22
-0.000679,18.30,0,-0.0050,4.21
-0.000911,18.01,0,-0.0064,4.21
-0.001136,17.72,0,-0.0077,4.21
-0.001322,17.43,0,-0.0090,4.21
-0.001502,17.14,0,-0.0102,4.21
-0.001670,16.85,0,-0.0111,4.20
-0.001828,16.56,0,-0.0117,4.20
-0.001832,16.27,0,-0.0120,4.20
-0.001803,15.97,0,-0.0120,4.20
-0.001732,15.68,0,-0.0116,4.20
-0.001620,15.39,0,-0.0110,4.19
-0.001481,15.10,0,-0.0103,4.19
-0.001345,14.81,0,-0.0095,4.18
-0.001230,14.52,0,-0.0086,4.17
-0.001116,14.23,0,-0.0078,4.17
-0.001002,13.93,0,-0.0070,4.16
-0.000850,13.65,0,-0.0063,4.21
-0.000764,13.38,0,-0.0057,4.29
-0.000692,13.12,0,-0.0052,4.38
-0.000638,12.88,0,-0.0048,4.48
-0.000623,12.66,0,-0.0045,4.58
-0.000604,12.45,0,-0.0044,4.66
-0.000596,12.25,0,-0.0043,4.68
-0.000598,12.07,0,-0.0042,4.65
-0.000601,11.90,0,-0.0042,4.62
-0.000600,11.75,0,-0.0042,4.59
-0.000607,11.62,0,-0.0042,4.56
-0.000611,11.50,0,-0.0043,4.52
-0.000612,11.39,0,-0.0043,4.49
-0.000615,11.30,0,-0.0044,4.46
-0.000641,11.23,0,-0.0045,4.43
-0.000652,11.17,0,-0.0047,4.39
-0.000683,11.12,0,-0.0048,4.36
-0.000714,11.09,0,-0.0050,4.33
-0.000741,11.07,0,-0.0052,4.30
-0.000778,11.07,0,-0.0054,4.29
-0.000818,11.09,0,-0.0057,4.28
-0.000840,11.12,0,-0.0059,4.27
-0.000867,11.15,0,-0.0061,4.27
-0.000904,11.18,0,-0.0064,4.26
-0.000963,11.21,0,-0.0066,4.26
-0.000972,11.24,0,-0.0068,4.25
-0.001005,11.27,0,-0.0071,4.24
-0.001040,11.31,0,-0.0073,4.24
-0.001072,11.34,0,-0.0075,4.23
-0.001119,11.37,0,-0.0078,4.22
-0.001145,11.40,0,-0.0080,4.22
-0.001173,11.43,0,-0.0082,4.22
-0.001198,11.46,0,-0.0084,4.22
-0.001235,11.49,0,-0.0086,4.22
-0.001277,11.52,0,-0.0087,4.23
-0.001285,11.56,0,-0.0088,4.23
-0.001286,11.59,0,-0.0087,4.23
-0.001272,11.62,0,-0.0086,4.23
-0.001240,11.65,0,-0.0084,4.23
-0.001150,11.68,0,-0.0080,4.23
-0.001092,11.71,0,-0.0077,4.24
-0.001025,11.74,0,-0.0072,4.26
-0.000959,11.77,0,-0.0067,4.30
-0.000917,11.80,0,-0.0062,4.35
-0.000818,11.84,0,-0.0058,4.39
-0.000749,11.87,0,-0.0053,4.43
-0.000685,11.90,0,-0.0048,4.48
-0.000624,11.93,0,-0.0043,4.52
-0.000557,11.96,0,0.0000,4.56
-0.000471,11.99,0,0.0000,4.54
-0.000414,12.02,0,0.0000,4.48
-0.000355,12.05,0,0.0000,4.41
-0.000291,12.09,0,0.0000,4.38
-0.000201,12.12,0,0.0000,4.36
-0.000140,12.15,0,0.0000,4.33
-0.000072,12.18,0,0.0000,4.30
-0.000005,12.21,0,0.0000,4.28
0.000049,12.24,0,0.0000,4.25
0.000015,12.27,0,0.0000,4.24
-0.000188,12.30,0,0.0000,4.25
-0.000537,12.34,0,-0.0059,4.27
-0.001017,12.37,0,-0.0090,4.29
-0.001619,12.40,0,-0.0123,4.31
-0.002557,12.43,0,-0.0155,4.34
-0.003071,12.46,0,-0.0181,4.36
-0.003334,12.49,0,-0.0194,4.38
-0.003351,12.52,0,-0.0194,4.40
-0.003133,12.55,0,-0.0178,4.42
-0.002318,12.58,0,-0.0153,4.41
-0.001614,12.62,0,-0.0121,4.39
-0.001012,12.65,0,-0.0087,4.37
-0.000521,12.68,0,-0.0055,4.35
-0.000140,12.71,0,0.0000,4.33
0.000033,12.76,0,0.0000,4.31
0.000056,12.81,0,0.0000,4.29
0.000053,12.86,0,0.0000,4.27
0.000035,12.93,0,0.0000,4.25
0.000013,13.00,0,0.0000,4.23
0.000025,13.08,0,0.0000,4.21
0.000010,13.17,0,0.0000,4.19
-0.000005,13.26,0,0.0000,4.17
-0.000012,13.36,0,0.0000,4.17
-0.000000,13.47,0,0.0000,4.18
-0.000020,13.59,0,0.0000,4.19
-0.000004,13.71,0,0.0000,4.20
0.000015,13.85,0,0.0000,4.21
0.000024,13.99,0,0.0000,4.22
0.000034,14.13,0,0.0000,4.23
0.000065,14.29,0,0.0000,4.24
0.000069,14.45,0,0.0000,4.25
0.000079,14.61,0,0.0000,4.26
0.000105,14.77,0,0.0000,4.27
0.000116,14.93,0,0.0000,4.27
0.000123,15.09,0,0.0000,4.28
0.000139,15.25,0,0.0000,4.29
0.000154,15.41,0,0.0000,4.30
0.000160,15.57,0,0.0000,4.31
0.000176,15.73,0,0.0000,4.32
0.000198,15.89,0,0.0000,4.33
0.000208,16.05,0,0.0000,4.34
0.000217,16.21,0,0.0000,4.35
0.000246,16.37,0,0.0000,4.36
0.000254,16.53,0,0.0000,4.37
0.000265,16.69,0,0.0000,4.38
0.000278,16.85,0,0.0000,4.38
0.000284,17.01,0,0.0000,4.37
0.000270,17.17,0,0.0000,4.37
0.000265,17.33,0,0.0000,4.36
0.000241,17.49,0,0.0000,4.35
0.000218,17.65,0,0.0000,4.34
0.000197,17.81,0,0.0000,4.34
0.000188,17.96,0,0.0000,4.33
0.000156,18.07,0,0.0000,4.32
0.000135,18.16,0,0.0000,4.31
0.000118,18.23,0,0.0000,4.31
0.000101,18.26,0,0.0000,4.30
0.000068,18.28,0,0.0000,4.29
0.000050,18.26,0,0.0000,4.28
0.000035,18.22,0,0.0000,4.28
0.000017,18.15,0,0.0000,4.27
-0.000005,18.06,0,0.0000,4.26
-0.000034,17.94,0,0.0000,4.25
-0.000053,17.80,0,0.0000,4.25
-0.000076,17.62,0,0.0000,4.24
-0.000098,17.44,0,0.0000,4.23
-0.000115,17.25,0,0.0000,4.22
-0.000140,17.07,0,0.0000,4.22
-0.000149,16.88,0,0.0000,4.21
-0.000157,16.70,0,0.0000,4.20
-0.000159,16.51,0,0.0000,4.20
-0.000150,16.32,0,0.0000,4.19
-0.000126,16.14,0,0.0000,4.18
-0.000111,15.95,0,0.0000,4.17
-0.000094,15.77,0,0.0000,4.17
-0.000079,15.58,0,0.0000,4.17
-0.000072,15.40,0,0.0000,4.18
-0.000049,15.21,0,0.0000,4.18
-0.000045,15.02,0,0.0000,4.19
-0.000027,14.84,0,0.0000,4.19
-0.000000,14.65,0,0.0000,4.20
0.000013,14.47,0,0.0000,4.21
0.000032,14.28,0,0.0000,4.21
0.000048,14.10,0,0.0000,4.22
0.000060,13.91,0,0.0000,4.23
0.000075,13.72,0,0.0000,4.23
0.000103,13.54,0,0.0000,4.24
0.000113,13.35,0,0.0000,4.24
0.000130,13.17,0,0.0000,4.25
0.000142,12.98,0,0.0000,4.26
0.000149,12.80,0,0.0000,4.26
0.000150,12.61,0,0.0000,4.27
0.000141,12.43,0,0.0000,4.28
0.000133,12.24,0,0.0000,4.28
0.000111,12.05,0,0.0000,4.29
0.000066,11.87,0,0.0000,4.29
0.000024,11.68,0,0.0000,4.30
-0.000013,11.50,0,0.0000,4.31
-0.000054,11.31,0,0.0000,4.31
-0.000089,11.13,0,0.0000,4.32
-0.000113,10.95,0,0.0000,4.32
-0.000163,10.79,0,0.0000,4.33
-0.000195,10.64,0,0.0000,4.34
-0.000229,10.51,0,0.0000,4.34
-0.000264,10.39,0,0.0000,4.35
-0.000304,10.29,0,0.0000,4.36
-0.000341,10.20,0,0.0000,4.36
-0.000385,10.13,0,0.0000,4.37
-0.000418,10.07,0,0.0000,4.37
-0.000447,10.02,0,0.0000,4.38
-0.000499,9.99,0,0.0000,4.39
-0.000538,9.97,0,0.0000,4.39
-0.000555,9.96,0,0.0000,4.40
-0.000573,9.97,0,0.0000,4.41
-0.000578,10.00,0,0.0000,4.41
-0.000526,10.03,0,0.0000,4.42
-0.000450,10.09,0,0.0000,4.41
-0.000362,10.15,0,0.0000,4.39
-0.000261,10.23,0,0.0000,4.37
-0.000156,10.32,0,0.0000,4.35
-0.000043,10.40,0,0.0000,4.33
0.000090,10.48,0,0.0000,4.31
0.000188,10.57,0,0.0000,4.29
0.000269,10.65,0,0.0000,4.27
0.000317,10.74,0,0.0000,4.25
0.000018,10.82,0,-0.0045,4.23
-0.000707,10.90,0,-0.0091,4.21
-0.001677,10.99,0,-0.0159,4.19
-0.002910,11.07,0,-0.0240,4.17
-0.004389,11.15,1,-0.0330,4.15
-0.006516,11.24,1,-0.0423,4.13
-0.007820,11.32,1,-0.0516,4.13
-0.008985,11.41,1,-0.0605,4.17
-0.010003,11.49,1,-0.0684,4.21
-0.010999,11.57,1,-0.0743,4.30
-0.011833,11.66,1,-0.0787,4.35
-0.012280,11.74,1,-0.0814,4.38
-0.012422,11.83,1,-0.0816,4.39
-0.012220,11.91,1,-0.0795,4.42
-0.011623,11.99,1,-0.0752,4.45
-0.010202,12.08,1,-0.0692,4.48
-0.008887,12.16,1,-0.0617,4.50
-0.007561,12.24,1,-0.0528,4.51
-0.006260,12.33,1,-0.0433,4.51
-0.004949,12.41,1,-0.0342,4.50
-0.003321,12.50,0,-0.0256,4.51
-0.002120,12.58,0,-0.0179,4.52
-0.001076,12.66,0,-0.0120,4.54
-0.000266,12.75,0,-0.0083,4.55
0.000075,12.83,0,-0.0073,4.56
-0.000340,12.91,0,-0.0088,4.57
-0.001240,13.00,0,-0.0122,4.58
-0.002371,13.08,0,-0.0164,4.59
-0.003561,13.17,0,-0.0205,4.59
-0.004460,13.25,1,-0.0233,4.58
-0.004481,13.33,1,-0.0241,4.57
-0.004007,13.42,1,-0.0229,4.56
-0.003174,13.50,0,-0.0203,4.55
-0.002082,13.58,0,-0.0173,4.56
-0.001108,13.67,0,-0.0151,4.57
-0.000985,13.75,0,-0.0147,4.59
-0.001422,13.82,0,-0.0173,4.60
-0.002318,13.90,0,-0.0217,4.61
-0.003654,13.97,0,-0.0274,4.62
-0.005683,14.04,1,-0.0328,4.61
-0.006545,14.11,1,-0.0367,4.60
-0.006773,14.17,1,-0.0374,4.57
-0.006386,14.23,1,-0.0350,4.55
-0.005379,14.29,1,-0.0295,4.54
-0.002976,14.35,0,-0.0225,4.54
-0.001287,14.40,0,-0.0154,4.54
-0.000145,14.45,0,-0.0097,4.55
0.000443,14.50,0,-0.0063,4.55
0.000379,14.54,0,-0.0066,4.55
-0.000726,14.59,0,-0.0094,4.55
-0.002028,14.63,0,-0.0139,4.55
-0.003193,14.66,0,-0.0189,4.55
-0.004108,14.70,1,-0.0232,4.55
-0.004670,14.73,1,-0.0257,4.55
-0.004529,14.76,1,-0.0262,4.54
