# Trazado en planta EDITADO a mano (alignment_editor):
# rectas + circulos + clotoides; rasante conservada
# kappa_1pm,elev_m,kerb,peralte_rad (seg 4.0 m)
0.000000,-30.53,0,0.0000
0.000000,-30.54,0,0.0000
0.000000,-30.56,0,0.0000
0.000000,-30.59,0,0.0000
0.000000,-30.61,0,0.0000
0.000000,-30.64,0,0.0000
0.000000,-30.68,0,0.0000
0.000000,-30.71,0,0.0000
0.000000,-30.76,0,0.0000
0.000000,-30.80,0,0.0000
0.000000,-30.85,0,0.0000
0.000000,-30.90,0,0.0000
0.000000,-30.96,0,0.0000
0.000000,-31.02,0,0.0000
0.000000,-31.09,0,0.0000
0.000000,-31.17,0,0.0000
0.000000,-31.26,0,0.0000
0.000000,-31.36,0,0.0000
0.000000,-31.47,0,0.0000
0.000000,-31.59,0,0.0000
0.000000,-31.71,0,0.0000
0.000000,-31.85,0,0.0000
0.000000,-32.00,0,0.0000
0.000000,-32.15,0,0.0000
0.000000,-32.32,0,0.0000
0.000000,-32.49,0,0.0000
0.000000,-32.68,0,0.0000
0.000000,-32.87,0,0.0000
0.000000,-33.07,0,0.0000
0.000000,-33.29,0,0.0000
0.000000,-33.51,0,0.0000
0.000000,-33.74,0,0.0000
0.000000,-33.98,0,0.0000
0.000000,-34.23,0,0.0000
0.000000,-34.49,0,0.0000
0.000000,-34.76,0,0.0000
0.000000,-35.04,0,0.0000
0.000000,-35.33,0,0.0000
0.000000,-35.63,0,0.0000
0.000000,-35.94,0,0.0000
0.000000,-36.26,0,0.0000
0.000000,-36.58,0,0.0000
0.000000,-36.92,0,0.0000
0.000000,-37.26,0,0.0000
0.000000,-37.62,0,0.0000
0.000000,-37.98,0,0.0000
0.000000,-38.36,0,0.0000
0.000000,-38.74,0,0.0000
0.000000,-39.12,0,0.0000
0.000000,-39.48,0,0.0000
0.000000,-39.83,0,0.0000
0.000000,-40.17,0,0.0000
0.000000,-40.51,0,0.0000
0.000000,-40.83,0,0.0089
0.000000,-41.14,0,0.0244
0.000798,-41.42,0,0.0472
0.008139,-41.66,1,0.0774
0.015479,-41.86,1,0.1047
0.022820,-42.02,1,0.1047
0.030161,-42.15,1,0.1047
0.037501,-42.24,1,0.1047
0.044842,-42.29,1,0.1047
0.052183,-42.31,1,0.1047
0.052717,-42.28,1,0.1047
0.052717,-42.23,1,0.1047
0.052717,-42.13,1,0.1047
0.052717,-42.00,1,0.1047
0.052717,-41.83,1,0.1047
0.052717,-41.62,1,0.1047
0.052717,-41.38,1,0.1047
0.052717,-41.10,1,0.1047
0.043607,-40.78,1,0.1047
0.032619,-40.43,1,0.1047
0.021631,-40.06,1,0.1047
0.010643,-39.69,1,0.0745
-0.000344,-39.30,0,0.0000
-0.011332,-38.91,1,-0.0717
-0.022320,-38.50,1,-0.1047
-0.033308,-38.09,1,-0.1047
-0.036628,-37.66,1,-0.1047
-0.036628,-37.23,1,-0.1047
-0.036628,-36.81,1,-0.1047
-0.036628,-36.42,1,-0.1047
-0.036628,-36.05,1,-0.1047
-0.026287,-35.69,1,-0.1047
-0.014662,-35.36,1,-0.1047
-0.003037,-35.05,0,-0.0806
0.000000,-34.76,0,-0.0440
0.000000,-34.49,0,-0.0177
0.000000,-34.24,0,0.0000
0.000000,-34.01,0,0.0000
0.000000,-33.80,0,0.0000
0.000000,-33.61,0,0.0000
0.000000,-33.29,0,0.0000
0.000000,-33.17,0,0.0000
0.000000,-33.06,0,0.0000
0.000000,-32.97,0,0.0000
0.000000,-32.91,0,0.0000
0.000000,-32.86,0,0.0000
0.000000,-32.84,0,0.0000
0.000000,-32.82,0,0.0000
0.000000,-32.81,0,0.0000
0.000000,-32.80,0,0.0000
0.000000,-32.79,0,0.0000
0.000000,-32.79,0,0.0000
0.000000,-32.80,0,0.0000
0.000000,-32.81,0,0.0000
0.000000,-32.82,0,0.0000
0.000000,-32.84,0,0.0000
0.000000,-32.87,0,0.0000
0.000000,-32.90,0,0.0000
0.000000,-32.93,0,0.0000
0.000000,-32.97,0,0.0000
0.000000,-33.01,0,0.0000
0.000000,-33.06,0,0.0000
0.000000,-33.12,0,0.0000
0.000000,-33.18,0,0.0000
0.000000,-33.24,0,0.0000
0.000000,-33.31,0,0.0000
0.000000,-33.38,0,0.0000
0.000000,-33.46,0,0.0000
-0.000116,-33.54,0,0.0000
-0.000337,-33.63,0,0.0000
-0.000559,-33.73,0,-0.0040
-0.000780,-33.83,0,-0.0055
-0.001002,-33.93,0,-0.0070
-0.001223,-34.04,0,-0.0086
-0.001445,-34.15,0,-0.0101
-0.001667,-34.27,0,-0.0116
-0.001888,-34.39,0,-0.0129
-0.002110,-34.52,0,-0.0139
-0.002271,-34.65,0,-0.0147
-0.002271,-34.79,0,-0.0154
-0.002271,-34.93,0,-0.0157
-0.002271,-35.08,0,-0.0159
-0.002271,-35.23,0,-0.0159
-0.002271,-35.39,0,-0.0159
-0.002271,-35.55,0,-0.0159
-0.002271,-35.72,0,-0.0159
-0.002271,-35.89,0,-0.0159
-0.002271,-36.07,0,-0.0159
-0.002271,-36.25,0,-0.0159
-0.002271,-36.43,0,-0.0159
-0.002271,-36.63,0,-0.0159
-0.002271,-36.82,0,-0.0159
-0.002271,-37.02,0,-0.0159
-0.002271,-37.23,0,-0.0159
-0.002271,-37.44,0,-0.0159
-0.002271,-37.65,0,-0.0159
-0.002271,-37.86,0,-0.0159
-0.002271,-38.07,0,-0.0158
-0.002271,-38.28,0,-0.0156
-0.002271,-38.48,0,-0.0152
-0.002209,-38.68,0,-0.0146
-0.002033,-38.89,0,-0.0138
-0.001857,-39.09,0,-0.0129
-0.001682,-39.29,0,-0.0118
-0.001506,-39.49,0,-0.0105
-0.001330,-39.69,0,-0.0093
-0.001155,-39.88,0,-0.0081
-0.000979,-40.08,0,-0.0069
-0.000803,-40.28,0,-0.0056
-0.000627,-40.47,0,-0.0044
-0.000452,-40.66,0,0.0000
-0.000276,-40.85,0,0.0000
-0.000100,-41.04,0,0.0000
0.000000,-41.23,0,0.0000
0.000000,-41.42,0,0.0000
0.000000,-41.60,0,0.0000
0.000000,-41.79,0,0.0000
0.000000,-41.97,0,0.0000
0.000000,-42.16,0,0.0000
0.000000,-42.34,0,0.0000
0.000000,-42.52,0,0.0000
0.000000,-42.70,0,0.0000
0.000000,-42.88,0,0.0000
0.000000,-43.05,0,0.0000
0.000000,-43.23,0,0.0000
0.000000,-43.40,0,0.0000
0.000000,-43.58,0,0.0000
0.000000,-43.76,0,0.0000
0.000000,-43.95,0,0.0000
0.000000,-44.16,0,0.0000
0.000000,-44.37,0,0.0000
0.000000,-44.60,0,0.0000
0.000000,-44.83,0,0.0000
0.000000,-45.07,0,0.0000
0.000000,-45.33,0,0.0000
0.000000,-45.59,0,0.0000
0.000000,-45.87,0,0.0000
0.000000,-46.15,0,0.0000
0.000000,-46.45,0,0.0000
0.000000,-46.75,0,0.0000
0.000000,-47.07,0,0.0000
0.000000,-47.39,0,0.0000
0.000000,-47.73,0,0.0000
0.000000,-48.06,0,0.0000
0.000000,-48.37,0,0.0000
0.000000,-48.68,0,0.0000
0.000000,-48.97,0,0.0000
0.000000,-49.26,0,0.0000
0.000293,-49.54,0,0.0000
0.000642,-49.80,0,0.0050
0.000992,-50.06,0,0.0070
0.001342,-50.30,0,0.0094
0.001691,-50.54,0,0.0118
0.002041,-50.77,0,0.0143
0.002391,-50.98,0,0.0167
0.002741,-51.19,0,0.0192
0.003090,-51.39,0,0.0216
0.003440,-51.57,0,0.0241
0.003790,-51.73,0,0.0265
0.004139,-51.86,1,0.0288
0.004489,-51.96,1,0.0308
0.004839,-52.04,1,0.0324
0.005059,-52.09,1,0.0337
0.005059,-52.10,1,0.0346
0.005059,-52.09,1,0.0352
0.005059,-52.06,1,0.0354
0.005059,-51.99,1,0.0354
0.005059,-51.90,1,0.0354
0.005059,-51.78,1,0.0354
0.005059,-51.63,1,0.0354
0.005059,-51.45,1,0.0350
0.005059,-51.27,1,0.0343
0.005025,-51.09,1,0.0332
0.004684,-50.90,1,0.0318
0.004343,-50.71,1,0.0301
0.004002,-50.52,1,0.0280
0.003661,-50.33,0,0.0256
0.003321,-50.13,0,0.0232
0.002980,-49.93,0,0.0209
0.002639,-49.73,0,0.0185
0.002298,-49.52,0,0.0161
0.001957,-49.32,0,0.0137
0.001616,-49.10,0,0.0113
0.001276,-48.89,0,0.0089
0.000935,-48.67,0,0.0066
0.000594,-48.47,0,0.0047
0.000253,-48.29,0,0.0000
0.000000,-48.12,0,0.0000
0.000000,-47.97,0,0.0000
0.000000,-47.83,0,0.0000
0.000000,-47.71,0,0.0000
0.000000,-47.61,0,0.0000
0.000000,-47.52,0,0.0000
0.000000,-47.44,0,0.0000
0.000000,-47.39,0,0.0000
0.000000,-47.35,0,0.0000
0.000000,-47.32,0,0.0000
0.000000,-47.31,0,0.0000
0.000000,-47.32,0,0.0000
0.000000,-47.34,0,0.0000
0.000000,-47.38,0,0.0000
0.000000,-47.44,0,0.0000
0.000000,-47.51,0,0.0000
0.000000,-47.60,0,0.0000
0.000000,-47.70,0,0.0000
0.000000,-47.82,0,0.0000
0.000000,-47.95,0,0.0000
0.000000,-48.10,0,0.0000
0.000000,-48.27,0,0.0000
0.000000,-48.44,0,0.0000
0.000000,-48.62,0,0.0000
0.000000,-48.81,0,0.0000
0.000000,-49.00,0,0.0000
0.000000,-49.20,0,0.0000
0.000000,-49.40,0,0.0000
0.000009,-49.61,0,0.0000
0.000178,-49.83,0,0.0000
0.000348,-50.05,0,0.0000
0.000517,-50.28,0,0.0000
0.000687,-50.51,0,0.0048
0.000856,-50.75,0,0.0060
0.001026,-51.00,0,0.0072
0.001196,-51.25,0,0.0084
0.001365,-51.51,0,0.0096
0.001535,-51.76,0,0.0107
0.001704,-52.00,0,0.0119
0.001874,-52.24,0,0.0131
0.002043,-52.46,0,0.0143
0.002213,-52.67,0,0.0155
0.002382,-52.87,0,0.0167
0.002552,-53.07,0,0.0179
0.002721,-53.25,0,0.0190
0.002891,-53.43,0,0.0202
0.003060,-53.59,0,0.0213
0.003230,-53.75,0,0.0222
0.003399,-53.89,0,0.0229
0.003426,-54.03,0,0.0234
0.003426,-54.16,0,0.0238
0.003426,-54.28,0,0.0240
0.003426,-54.38,0,0.0240
0.003426,-54.48,0,0.0240
0.003426,-54.57,0,0.0240
0.003426,-54.67,0,0.0240
0.003426,-54.77,0,0.0240
0.003426,-54.87,0,0.0240
0.003426,-54.97,0,0.0240
0.003426,-55.08,0,0.0240
0.003426,-55.19,0,0.0240
0.003426,-55.31,0,0.0240
0.003426,-55.43,0,0.0240
0.003426,-55.55,0,0.0240
0.003426,-55.68,0,0.0240
0.003426,-55.81,0,0.0240
0.003426,-55.95,0,0.0240
0.003426,-56.09,0,0.0240
0.003426,-56.23,0,0.0240
0.003426,-56.37,0,0.0238
0.003426,-56.52,0,0.0233
0.003426,-56.68,0,0.0224
0.003275,-56.84,0,0.0211
0.002897,-57.00,0,0.0194
0.002519,-57.16,0,0.0174
0.002141,-57.33,0,0.0150
0.001762,-57.50,0,0.0123
0.001384,-57.68,0,0.0097
0.001006,-57.86,0,0.0072
0.000628,-58.04,0,0.0050
0.000250,-58.23,0,0.0000
0.000000,-58.42,0,0.0000
0.000000,-58.61,0,0.0000
0.000000,-58.79,0,0.0000
0.000000,-58.98,0,0.0000
0.000000,-59.15,0,0.0000
0.000000,-59.33,0,0.0000
0.000000,-59.50,0,0.0000
0.000000,-59.67,0,0.0000
0.000000,-59.83,0,0.0000
0.000000,-59.99,0,0.0000
0.000000,-60.15,0,0.0000
0.000000,-60.30,0,0.0000
0.000000,-60.45,0,0.0000
0.000000,-60.60,0,0.0000
0.000000,-60.75,0,0.0000
0.000000,-60.89,0,0.0000
0.000000,-61.02,0,0.0000
0.000000,-61.16,0,0.0000
0.000000,-61.29,0,0.0000
0.000000,-61.42,0,0.0000
0.000000,-61.54,0,0.0000
0.000000,-61.66,0,0.0000
0.000000,-61.78,0,0.0000
0.000000,-61.89,0,0.0000
0.000000,-62.00,0,0.0000
0.000000,-62.11,0,0.0000
0.000000,-62.21,0,0.0000
0.000000,-62.31,0,0.0000
0.000000,-62.41,0,0.0000
0.000000,-62.50,0,0.0000
0.000000,-62.60,0,0.0000
0.000000,-62.68,0,0.0000
0.000000,-62.77,0,0.0000
0.000000,-62.85,0,0.0000
0.000000,-62.92,0,0.0000
0.000000,-63.00,0,0.0000
-0.000047,-63.07,0,0.0000
-0.000145,-63.13,0,0.0000
-0.000243,-63.20,0,0.0000
-0.000341,-63.26,0,0.0000
-0.000439,-63.31,0,0.0000
-0.000537,-63.37,0,0.0000
-0.000635,-63.42,0,-0.0044
-0.000733,-63.47,0,-0.0051
-0.000831,-63.54,0,-0.0058
-0.000929,-63.61,0,-0.0065
-0.001027,-63.68,0,-0.0072
-0.001125,-63.76,0,-0.0079
-0.001223,-63.85,0,-0.0086
-0.001321,-63.95,0,-0.0092
-0.001419,-64.05,0,-0.0099
-0.001517,-64.15,0,-0.0106
-0.001615,-64.27,0,-0.0111
-0.001713,-64.39,0,-0.0115
-0.001745,-64.51,0,-0.0118
-0.001745,-64.64,0,-0.0121
-0.001745,-64.78,0,-0.0122
-0.001745,-64.93,0,-0.0122
-0.001745,-65.08,0,-0.0122
-0.001745,-65.23,0,-0.0122
-0.001745,-65.40,0,-0.0122
-0.001745,-65.57,0,-0.0122
-0.001745,-65.74,0,-0.0122
-0.001745,-65.93,0,-0.0122
-0.001745,-66.12,0,-0.0122
-0.001745,-66.31,0,-0.0122
-0.001745,-66.51,0,-0.0122
-0.001745,-66.72,0,-0.0122
-0.001745,-66.93,0,-0.0122
-0.001745,-67.15,0,-0.0122
-0.001745,-67.38,0,-0.0122
-0.001745,-67.61,0,-0.0122
-0.001745,-67.85,0,-0.0122
-0.001745,-68.10,0,-0.0122
-0.001745,-68.35,0,-0.0122
-0.001745,-68.61,0,-0.0122
-0.001745,-68.87,0,-0.0122
-0.001745,-69.14,0,-0.0122
-0.001745,-69.40,0,-0.0122
-0.001745,-69.65,0,-0.0122
-0.001745,-69.89,0,-0.0122
-0.001745,-70.12,0,-0.0122
-0.001745,-70.33,0,-0.0122
-0.001745,-70.54,0,-0.0122
-0.001745,-70.73,0,-0.0122
-0.001745,-70.91,0,-0.0122
-0.001745,-71.08,0,-0.0122
-0.001745,-71.24,0,-0.0122
-0.001745,-71.39,0,-0.0122
-0.001745,-71.53,0,-0.0122
-0.001745,-71.66,0,-0.0122
-0.001745,-71.77,0,-0.0122
-0.001745,-71.88,0,-0.0122
-0.001745,-71.97,0,-0.0122
-0.001745,-72.05,0,-0.0122
-0.001745,-72.12,0,-0.0122
-0.001745,-72.18,0,-0.0122
-0.001745,-72.23,0,-0.0122
-0.001745,-72.27,0,-0.0122
-0.001745,-72.30,0,-0.0122
-0.001745,-72.32,0,-0.0122
-0.001745,-72.32,0,-0.0122
-0.001745,-72.31,0,-0.0122
-0.001745,-72.30,0,-0.0122
-0.001745,-72.27,0,-0.0122
-0.001745,-72.24,0,-0.0123
-0.001745,-72.21,0,-0.0126
-0.001745,-72.19,0,-0.0130
-0.001859,-72.16,0,-0.0136
-0.002018,-72.13,0,-0.0144
-0.002176,-72.10,0,-0.0153
-0.002335,-72.08,0,-0.0163
-0.002493,-72.05,0,-0.0175
-0.002651,-72.02,0,-0.0186
-0.002810,-72.00,0,-0.0195
-0.002968,-71.97,0,-0.0203
-0.003127,-71.94,0,-0.0210
-0.003146,-71.92,0,-0.0215
-0.003146,-71.89,0,-0.0218
-0.003146,-71.87,0,-0.0220
-0.003146,-71.86,0,-0.0220
-0.003146,-71.86,0,-0.0220
-0.003146,-71.89,0,-0.0220
-0.003146,-71.93,0,-0.0220
-0.003146,-71.98,0,-0.0220
-0.003146,-72.05,0,-0.0220
-0.003146,-72.14,0,-0.0221
-0.003146,-72.25,0,-0.0227
-0.003146,-72.37,0,-0.0239
-0.003222,-72.50,0,-0.0255
-0.003756,-72.66,0,-0.0277
-0.004290,-72.83,1,-0.0305
-0.004824,-73.01,1,-0.0338
-0.005358,-73.22,1,-0.0375
-0.005892,-73.43,1,-0.0412
-0.006426,-73.67,1,-0.0450
-0.006960,-73.92,1,-0.0487
-0.007494,-74.19,1,-0.0525
-0.008028,-74.47,1,-0.0562
-0.008562,-74.77,1,-0.0599
-0.009096,-75.09,1,-0.0632
-0.009630,-75.42,1,-0.0659
-0.010164,-75.77,1,-0.0680
-0.010191,-76.13,1,-0.0697
-0.010191,-76.51,1,-0.0707
-0.010191,-76.91,1,-0.0713
-0.010191,-77.32,1,-0.0713
-0.010191,-77.75,1,-0.0713
-0.010191,-78.17,1,-0.0713
-0.010191,-78.58,1,-0.0713
-0.010191,-78.97,1,-0.0713
-0.010191,-79.36,1,-0.0713
-0.010191,-79.73,1,-0.0713
-0.010191,-80.09,1,-0.0713
-0.010191,-80.44,1,-0.0713
-0.010191,-80.78,1,-0.0713
-0.010191,-81.10,1,-0.0713
-0.010191,-81.40,1,-0.0713
-0.010191,-81.68,1,-0.0713
-0.010191,-81.93,1,-0.0713
-0.010191,-82.15,1,-0.0713
-0.010191,-82.35,1,-0.0713
-0.010191,-82.53,1,-0.0713
-0.010191,-82.68,1,-0.0713
-0.010191,-82.80,1,-0.0701
-0.010191,-82.90,1,-0.0667
-0.010191,-82.97,1,-0.0612
-0.008981,-83.02,1,-0.0535
-0.006816,-83.05,1,-0.0436
-0.004651,-83.04,1,-0.0334
-0.002485,-83.02,0,-0.0233
-0.000320,-82.96,0,-0.0143
0.000000,-82.89,0,-0.0075
0.000000,-82.78,0,0.0000
0.000000,-82.65,0,0.0000
0.000000,-82.50,0,0.0000
0.000000,-82.33,0,0.0000
0.000000,-82.14,0,0.0000
0.000000,-81.93,0,0.0000
0.000000,-81.71,0,0.0000
0.000000,-81.47,0,0.0000
0.000000,-81.22,0,0.0000
0.000000,-80.94,0,0.0000
0.000000,-80.65,0,0.0000
0.000000,-80.34,0,0.0000
0.000000,-80.02,0,0.0000
0.000000,-79.68,0,0.0000
0.000000,-79.32,0,0.0000
0.000000,-78.94,0,0.0000
0.000000,-78.55,0,0.0000
0.000000,-78.14,0,0.0000
0.000000,-77.71,0,0.0000
0.000000,-77.26,0,-0.0072
0.000000,-76.80,0,-0.0174
-0.001382,-76.35,0,-0.0321
-0.005808,-75.90,1,-0.0512
-0.010235,-75.46,1,-0.0732
-0.014661,-75.02,1,-0.0953
-0.019087,-74.60,1,-0.1047
-0.022074,-74.18,1,-0.1047
-0.022074,-73.79,1,-0.1047
-0.022074,-73.41,1,-0.1047
-0.022074,-73.06,1,-0.1047
-0.022074,-72.73,1,-0.1047
-0.022074,-72.42,1,-0.1047
-0.022074,-72.13,1,-0.1047
-0.022074,-71.86,1,-0.1047
-0.022074,-71.62,1,-0.1047
-0.022074,-71.39,1,-0.1047
-0.022074,-71.19,1,-0.1047
-0.022074,-71.01,1,-0.1047
-0.022074,-70.85,1,-0.1047
-0.022074,-70.72,1,-0.1047
-0.022074,-70.60,1,-0.1047
-0.022074,-70.51,1,-0.1047
-0.021014,-70.44,1,-0.1047
-0.016037,-70.39,1,-0.0994
-0.011060,-70.36,1,-0.0774
-0.006082,-70.35,1,-0.0553
-0.001105,-70.37,0,-0.0343
0.000000,-70.40,0,-0.0182
0.000000,-70.46,0,-0.0072
0.000000,-70.54,0,0.0000
0.000000,-70.62,0,0.0000
0.000000,-70.70,0,0.0000
0.000000,-70.78,0,0.0000
0.000000,-70.86,0,0.0000
0.000000,-70.94,0,0.0000
0.000000,-71.03,0,0.0000
0.000000,-71.11,0,0.0000
0.000000,-71.19,0,0.0000
0.000000,-71.27,0,0.0000
0.000000,-71.35,0,0.0000
0.000000,-71.43,0,0.0000
0.000000,-71.51,0,0.0000
0.000000,-71.59,0,0.0000
0.000000,-71.68,0,0.0000
0.000000,-71.76,0,0.0000
0.000000,-71.84,0,0.0000
0.000000,-71.92,0,0.0000
0.000000,-72.01,0,0.0000
0.000000,-72.09,0,0.0000
0.000000,-72.17,0,0.0000
0.000000,-72.25,0,0.0000
0.000000,-72.34,0,0.0000
0.000000,-72.42,0,0.0000
0.000000,-72.50,0,0.0000
0.000000,-72.59,0,0.0000
0.000000,-72.67,0,0.0000
0.000000,-72.75,0,0.0000
0.000000,-72.84,0,0.0000
0.000000,-72.92,0,0.0000
0.000000,-73.01,0,0.0000
0.000000,-73.09,0,0.0000
0.000000,-73.17,0,0.0000
0.000000,-73.26,0,0.0000
0.000000,-73.34,0,0.0000
0.000000,-73.43,0,0.0000
0.000000,-73.51,0,0.0000
0.000000,-73.60,0,0.0000
0.000000,-73.68,0,0.0000
0.000000,-73.77,0,0.0000
0.000000,-73.85,0,0.0000
0.000000,-73.94,0,0.0000
0.000000,-74.02,0,0.0000
0.000000,-74.11,0,0.0000
0.000000,-74.20,0,0.0086
0.000000,-74.27,0,0.0180
0.002644,-74.33,0,0.0307
0.005992,-74.39,1,0.0453
0.009340,-74.42,1,0.0599
0.012689,-74.45,1,0.0745
0.014619,-74.47,1,0.0865
0.014619,-74.47,1,0.0951
0.014619,-74.47,1,0.1004
0.014619,-74.45,1,0.1023
0.014619,-74.42,1,0.1023
0.014619,-74.38,1,0.1023
0.014619,-74.32,1,0.1023
0.014619,-74.26,1,0.1023
0.014619,-74.18,1,0.1023
0.014619,-74.09,1,0.1023
0.014619,-74.00,1,0.1023
0.014619,-73.88,1,0.1023
0.014619,-73.76,1,0.1023
0.014619,-73.63,1,0.1023
0.014619,-73.48,1,0.1023
0.014619,-73.32,1,0.1023
0.014619,-73.15,1,0.1023
0.014619,-72.97,1,0.1023
0.014619,-72.78,1,0.1023
0.014619,-72.58,1,0.1023
0.014619,-72.36,1,0.0999
0.014619,-72.13,1,0.0943
0.014619,-71.90,1,0.0854
0.012197,-71.66,1,0.0733
0.008964,-71.41,1,0.0579
0.005732,-71.17,1,0.0393
0.002499,-70.92,0,0.0175
-0.000733,-70.68,0,-0.0051
-0.003966,-70.43,0,-0.0273
-0.007198,-70.18,1,-0.0463
-0.010431,-69.92,1,-0.0620
-0.013233,-69.67,1,-0.0745
-0.013233,-69.41,1,-0.0838
-0.013233,-69.16,1,-0.0898
-0.013233,-68.90,1,-0.0926
-0.013233,-68.63,1,-0.0926
-0.013233,-68.37,1,-0.0926
-0.013233,-68.11,1,-0.0926
-0.013233,-67.84,1,-0.0926
-0.013233,-67.57,1,-0.0926
-0.013233,-67.32,1,-0.0926
-0.013233,-67.09,1,-0.0926
-0.013233,-66.87,1,-0.0926
-0.013233,-66.67,1,-0.0926
-0.013233,-66.48,1,-0.0926
-0.013233,-66.32,1,-0.0926
-0.013233,-66.17,1,-0.0926
-0.013233,-66.03,1,-0.0926
-0.013233,-65.91,1,-0.0926
-0.013233,-65.81,1,-0.0926
-0.013233,-65.73,1,-0.0926
-0.013233,-65.66,1,-0.0926
-0.013233,-65.61,1,-0.0926
-0.013233,-65.58,1,-0.0926
-0.013233,-65.56,1,-0.0926
-0.013233,-65.56,1,-0.0926
-0.013233,-65.58,1,-0.0926
-0.013233,-65.61,1,-0.0921
-0.013233,-65.67,1,-0.0887
-0.013233,-65.73,1,-0.0826
-0.012678,-65.82,1,-0.0737
-0.009892,-65.92,1,-0.0620
-0.007107,-66.03,1,-0.0488
-0.004321,-66.17,1,-0.0355
-0.001536,-66.32,0,-0.0229
0.000000,-66.48,0,-0.0130
0.000000,-66.64,0,-0.0059
0.000000,-66.82,0,0.0000
0.000000,-66.99,0,0.0000
0.000000,-67.18,0,0.0000
0.000000,-67.37,0,0.0000
0.000000,-67.57,0,0.0000
0.000000,-67.78,0,0.0000
0.000000,-67.99,0,0.0000
0.000000,-68.20,0,0.0000
0.000000,-68.40,0,0.0000
0.000000,-68.60,0,0.0000
0.000000,-68.79,0,0.0000
0.000000,-68.97,0,0.0000
0.000000,-69.14,0,0.0000
0.000000,-69.31,0,0.0000
0.000000,-69.48,0,0.0000
0.000000,-69.64,0,0.0000
0.000000,-69.79,0,0.0000
0.000000,-69.93,0,0.0000
0.000000,-70.07,0,0.0000
0.000000,-70.20,0,0.0000
0.000000,-70.33,0,0.0000
0.000000,-70.45,0,0.0000
0.000000,-70.56,0,0.0000
0.000000,-70.67,0,0.0000
0.000000,-70.77,0,0.0000
0.000000,-70.86,0,0.0000
0.000000,-70.95,0,0.0000
0.000000,-71.03,0,0.0000
0.000000,-71.11,0,0.0000
0.000000,-71.18,0,0.0000
0.000000,-71.24,0,0.0000
0.000000,-71.29,0,0.0000
0.000000,-71.35,0,0.0000
0.000000,-71.39,0,0.0000
0.000000,-71.43,0,0.0000
0.000000,-71.46,0,0.0000
0.000000,-71.49,0,0.0000
0.000000,-71.52,0,0.0000
0.000000,-71.54,0,0.0000
0.000000,-71.56,0,0.0000
0.000000,-71.58,0,0.0000
0.000000,-71.59,0,0.0000
0.000000,-71.61,0,0.0000
0.000000,-71.61,0,0.0000
0.000000,-71.62,0,0.0000
0.000000,-71.62,0,0.0000
0.000000,-71.61,0,0.0000
0.000000,-71.61,0,0.0000
0.000000,-71.60,0,0.0000
0.000000,-71.58,0,0.0000
0.000000,-71.57,0,0.0000
0.000000,-71.55,0,0.0000
0.000000,-71.52,0,0.0000
0.000000,-71.50,0,0.0000
0.000000,-71.47,0,0.0000
0.000000,-71.43,0,0.0000
0.000000,-71.39,0,0.0000
0.000000,-71.35,0,0.0000
0.000000,-71.31,0,0.0000
0.000000,-71.26,0,0.0000
0.000000,-71.21,0,0.0000
0.000000,-71.16,0,0.0000
0.000000,-71.10,0,0.0000
0.000000,-71.04,0,0.0000
0.000000,-70.97,0,0.0000
0.000000,-70.91,0,0.0000
0.000000,-70.84,0,0.0000
0.000000,-70.76,0,0.0000
0.000000,-70.68,0,0.0000
0.000000,-70.60,0,0.0000
0.000000,-70.52,0,0.0000
0.000000,-70.43,0,0.0000
0.000000,-70.34,0,0.0000
0.000000,-70.24,0,0.0000
0.000000,-70.14,0,0.0000
0.000000,-70.04,0,0.0000
0.000000,-69.94,0,0.0000
0.000574,-69.83,0,0.0068
0.001328,-69.72,0,0.0104
0.002083,-69.60,0,0.0148
0.002838,-69.48,0,0.0199
0.003593,-69.36,0,0.0252
0.004348,-69.24,1,0.0302
0.005103,-69.11,1,0.0346
0.005858,-68.97,1,0.0381
0.006412,-68.84,1,0.0410
0.006412,-68.70,1,0.0430
0.006412,-68.56,1,0.0443
0.006412,-68.41,1,0.0449
0.006412,-68.26,1,0.0449
0.006412,-68.11,1,0.0449
0.006412,-67.95,1,0.0449
0.006412,-67.79,1,0.0449
0.006412,-67.63,1,0.0449
0.006412,-67.46,1,0.0449
0.006412,-67.29,1,0.0449
0.006412,-67.12,1,0.0449
0.006412,-66.93,1,0.0449
0.006412,-66.74,1,0.0449
0.006412,-66.53,1,0.0449
0.006412,-66.32,1,0.0449
0.006412,-66.11,1,0.0449
0.006412,-65.88,1,0.0449
0.006412,-65.64,1,0.0449
0.006412,-65.40,1,0.0449
0.006412,-65.15,1,0.0449
0.006412,-64.89,1,0.0449
0.006412,-64.63,1,0.0449
0.006412,-64.35,1,0.0449
0.006412,-64.07,1,0.0449
0.006412,-63.78,1,0.0449
0.006412,-63.48,1,0.0449
0.006412,-63.17,1,0.0449
0.006412,-62.85,1,0.0449
0.006412,-62.53,1,0.0449
0.006412,-62.20,1,0.0449
0.006412,-61.86,1,0.0449
0.006412,-61.51,1,0.0449
0.006412,-61.16,1,0.0449
0.006412,-60.79,1,0.0449
0.006412,-60.42,1,0.0449
0.006412,-60.04,1,0.0452
0.006412,-59.65,1,0.0457
0.006412,-59.26,1,0.0466
0.006687,-58.86,1,0.0477
0.006971,-58.48,1,0.0491
0.007255,-58.09,1,0.0508
0.007540,-57.72,1,0.0528
